pattern_id,service_count,station_count,origin,destination,stations
SP000993,1,36,HAV,WSW,HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|ARU|AMY|PUL|BIG|CHH|HRH|LVN|FGT|IFI|CRW|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
SP000994,1,22,PMH,HRH,PMH|PMS|FTN|HLS|BDH|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|ARU|AMY|PUL|BIG|CHH|HRH
SP000995,2,15,PMH,HRH,PMH|PMS|FTN|HAV|EMS|SOB|BOH|FSB|CCH|BAA|FOD|XXA|PUL|BIG|HRH
SP000996,64,26,CST,CST,CST|XKE|DEP|GNW|MZH|WCB|CTN|WWD|WWA|PLU|ABW|BVD|ERH|SGR|BNH|BXH|WLI|FCN|ELW|KDB|BKH|LEW|SAJ|NWX|XKE|CST
SP000997,4,17,PMS,HRH,PMS|FTN|HLS|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|PUL|BIG|HRH
SP000998,22,14,PMH,HRH,PMH|PMS|FTN|HLS|HAV|EMS|SOB|CCH|BAA|FOD|XXA|PUL|BIG|HRH
SP000999,2,19,KGX,DON,KGX|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|BIW|SDY|HUN|XHO|PBO|GRA|NNG|XNK|RET|DON
SP001000,6,12,RCD,LDS,RCD|SMB|LTL|WDN|TOD|HBD|SOW|HFX|BDI|NPD|BLE|LDS
SP001001,2,29,BAL,PMH,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|CRW|IFI|LVN|HRH|BIG|PUL|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS|PMH
SP001002,24,28,BAL,PMH,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|CRW|LVN|HRH|BIG|PUL|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS|PMH
SP001003,12,24,KGX,HGT,KGX|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|BIW|SDY|HUN|XHO|PBO|GRA|NNG|XNK|RET|DON|AWK|WKF|LDS|HRS|HGT
SP001004,1,9,NOT,LEI,NOT|XTR|XTG|EMD|LBO|BWS|SIL|SYS|LEI
SP001005,2,29,BAL,PMS,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|CRW|LVN|HRH|CHH|BIG|PUL|AMY|ARU|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|FTN|PMS
SP001006,2,49,INV,KGX,INV|CAG|AVM|KIN|DLW|BLA|PIT|DKD|PTH|GLE|DBL|STG|FKG|XGM|PMT|LIN|HYM|EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP001007,12,21,KGX,CBG,KGX|XKB|FPK|AAP|PBR|WGC|WLW|XGN|KBW|SVG|HIT|LET|BDK|AWM|RYS|MEL|STH|FXN|XSP|CMS|CBG
SP001008,1,28,CBG,KGX,CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|KBW|XGN|WLW|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HGY|FPK|XKB|KGX
SP001009,2,14,LDS,RCD,LDS|BLE|NPD|BDI|LMR|HFX|SOW|MYT|HBD|TOD|WDN|LTL|SMB|RCD
SP001010,11,20,CBG,KGX,CBG|CMS|XSP|FXN|STH|MEL|RYS|AWM|BDK|LET|HIT|SVG|XGN|WLW|WGC|PBR|AAP|FPK|XKB|KGX
SP001011,2,15,NOT,MAT,NOT|BEE|ATB|XTR|LGE|SPO|DBY|DFI|BLP|XAJ|AMB|WTS|CMF|MTB|MAT
SP001012,2,23,BIF,MIA,BIF|ROO|DLT|ULV|CAK|KBK|GOS|ARN|SVR|CNF|XOA|LAN|PRE|XOU|CRL|XLK|BON|SLD|DGT|MCO|MAN|HDG|MIA
SP001013,65,23,SAC,SUO,SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|SPL|ZFD|CTK|BFR|EPH|LGJ|HNH|TUH|STE|MTC|MIJ|HCB|CSH|SUO
SP001014,3,9,RCC,YRK,RCC|SBK|MBR|TBY|EAG|YRM|NTR|THI|YRK
SP001015,2,17,BAL,CCH,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|CRW|LVN|HRH|BIG|PUL|XXA|FOD|BAA|CCH
SP001016,2,5,BCY,CYP,BCY|HPA|FOH|SYD|CYP
SP001017,1,8,AFK,DVP,AFK|WHA|SDG|XSI|FKW|FKC|FKE|DVP
SP001018,4,8,SAL,RDG,SAL|GRT|ADV|WCH|OVR|BSK|BMY|RDG
SP001019,1,16,ECR,UCK,ECR|SCY|SNR|RDD|UWL|WOH|OXT|HUR|EBT|HEV|CWN|AHS|ERI|COH|BXD|UCK
SP001020,2,15,DLJ,CYP,DLJ|HGG|HOX|SDC|ZLW|SDE|WPE|ROE|ZCW|SQE|BCY|HPA|FOH|SYD|CYP
SP001021,2,15,AFK,RAM,AFK|WHA|SDG|XSI|FKW|FKC|DVP|XUK|MTM|WAM|DEA|SDW|XMF|THP|RAM
SP001022,1,26,UCK,XSU,UCK|BXD|COH|ERI|AHS|CWN|HEV|EBT|HUR|OXT|WOH|UWL|RDD|SNR|SCY|ECR|NWD|ANZ|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XSU
SP001023,144,17,XHZ,CYP,XHZ|XIC|DLJ|HGG|HOX|SDC|ZLW|SDE|WPE|ROE|ZCW|SQE|BCY|HPA|FOH|SYD|CYP
SP001024,2,12,AFK,MAR,AFK|WYE|CIL|CRT|CBW|STU|MSR|XMF|THP|RAM|BSR|MAR
SP001025,38,9,DON,LDS,DON|BYK|AWK|SES|FZW|SNA|WKF|OUT|LDS
SP001026,33,18,XSU,UCK,XSU|XLJ|NXG|SYD|NWD|ECR|SCY|SNR|OXT|HUR|EBT|HEV|CWN|AHS|ERI|COH|BXD|UCK
SP001027,4,15,SAL,EXD,SAL|TIS|GIL|TMC|SHE|YVJ|CKN|AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
SP001028,2,22,TON,RAM,TON|PDW|MRN|SPU|HCN|PLC|AFK|WHA|SDG|XSI|FKW|FKC|FKE|DVP|XUK|MTM|WAM|DEA|SDW|XMF|THP|RAM
SP001029,37,18,UCK,XSU,UCK|BXD|COH|ERI|AHS|CWN|HEV|EBT|HUR|OXT|SNR|SCY|ECR|NWD|SYD|NXG|XLJ|XSU
SP001030,2,12,NEM,GIL,NEM|SUR|WOK|FNB|BSK|OVR|WCH|ADV|GRT|SAL|TIS|GIL
SP001031,2,33,CST,RAM,CST|XKE|NWX|SAJ|XPY|HGR|GRP|CIT|XPE|ORP|SEV|TON|PDW|MRN|SPU|HCN|PLC|AFK|WHA|SDG|XSI|FKW|FKC|FKE|DVP|XUK|MTM|WAM|DEA|SDW|XMF|THP|RAM
SP001032,20,10,SAL,NEM,SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
SP001033,6,5,AFK,CBW,AFK|WYE|CIL|CRT|CBW
SP001034,2,15,YVJ,NEM,YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
SP001035,2,11,MAN,BUX,MAN|SPT|DVN|WSR|HAZ|DSL|NMN|FNV|WBR|CEF|BUX
SP001036,2,14,MDW,BAL,MDW|EFL|WTR|PDW|TON|EBR|GDN|RDH|XJS|PUR|SCY|ECR|SRS|BAL
SP001037,4,16,YVP,NEM,YVP|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
SP001038,2,12,SFR,BAL,SFR|CHL|GOM|DKT|REI|RDH|XJS|PUR|SCY|ECR|SRS|BAL
SP001039,2,18,HON,NEM,HON|AXM|CKN|YVJ|SHE|TMC|GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
SP001040,22,22,RCC,MAN,RCC|SBK|MBR|TBY|EAG|YRM|NTR|THI|YRK|CHF|MIK|CRG|LDS|MLY|DEW|HUD|MSN|GNF|SYB|GUI|ABY|MAN
SP001041,18,10,NEM,SAL,NEM|SUR|WOK|FNB|BSK|OVR|WCH|ADV|GRT|SAL
SP001042,2,16,XSU,UCK,XSU|XLJ|NXG|SYD|NWD|ECR|SCY|SNR|OXT|HUR|EBT|HEV|ERI|COH|BXD|UCK
SP001043,2,12,SGH,CIC,SGH|NCZ|HEZ|PAW|FEG|BNR|EBL|SEB|STI|STZ|SUN|CIC
SP001044,32,26,CHX,RAM,CHX|WAE|NWX|XPY|HGR|GRP|CIT|XPE|ORP|SEV|TON|PDW|MRN|SPU|HCN|PLC|AFK|WYE|CIL|CRT|CBW|STU|MSR|XMF|THP|RAM
SP001045,2,14,CIC,APN,CIC|SUN|STZ|STI|SEB|EBL|BNR|FEG|PAW|HEZ|NCZ|SGH|REG|APN
SP001046,6,3,OKE,EXD,OKE|CDI|EXD
SP001047,2,25,KGX,SKI,KGX|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|BIW|SDY|HUN|XHO|PBO|GRA|NNG|XNK|RET|DON|AWK|WKF|LDS|SHY|KEI|SKI
SP001048,4,20,EBN,BAL,EBN|HMD|XIL|PLG|BRK|GLY|XRH|LWS|PMP|XKM|WVF|HHE|TBD|GTW|ELD|XJS|PUR|ECR|SRS|BAL
SP001049,6,9,BYI,CDF,BYI|BRY|BYD|CAD|DNS|EBK|CGN|GTN|CDF
SP001050,8,3,EXD,OKE,EXD|CDI|OKE
SP001051,28,18,EBN,BAL,EBN|HMD|XIL|PLG|XRH|LWS|CBR|XKM|WVF|HHE|TBD|GTW|ELD|XJS|PUR|ECR|SRS|BAL
SP001052,4,14,BGD,CDF,BGD|GFF|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF
SP001053,15,4,EXC,OKE,EXC|EXD|CDI|OKE
SP001054,2,32,LDS,KGX,LDS|WKF|AWK|DON|RET|XNK|NNG|GRA|PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
SP001055,2,16,RHY,CDF,RHY|PLT|TIR|BHD|BGD|PGM|HNG|YSM|LNB|ABE|CPH|LVT|LLS|HHL|CDQ|CDF
SP001056,2,19,CST,AFK,CST|XKE|NWX|SAJ|XPY|HGR|GRP|CIT|XPE|ORP|SEV|HLB|TON|PDW|MRN|SPU|HCN|PLC|AFK
SP001057,2,19,DVP,FAV,DVP|XUK|MTM|WAM|DEA|SDW|MSR|XMF|THP|RAM|DMP|BSR|MAR|WGA|BCH|HNB|CSW|WHI|FAV
SP001058,2,10,PTH,GLQ,PTH|GLE|DBL|BEA|STG|LBT|CRO|LNZ|BBG|GLQ
SP001059,5,5,EXC,OKE,EXC|EXD|NTC|CDI|OKE
SP001060,2,9,PTH,GLQ,PTH|GLE|DBL|BEA|STG|CRO|LNZ|BBG|GLQ
SP001061,1,18,ABD,GLQ,ABD|PLN|STN|LAU|MTS|ARB|CAN|BYF|DEE|PTH|GLE|DBL|BEA|STG|CRO|LNZ|BBG|GLQ
SP001062,25,11,DEE,GLQ,DEE|ING|PTH|GLE|DBL|BEA|STG|CRO|LNZ|BBG|GLQ
SP001063,2,25,MBR,KGX,MBR|TBY|EAG|YRM|NTR|THI|YRK|DON|RET|XNK|NNG|GRA|PBO|HUN|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP001064,66,12,CST,ORP,CST|XKE|NWX|SAJ|XPY|HGR|GRP|ESD|CIT|XPE|PET|ORP
SP001065,10,15,ABD,GLQ,ABD|STN|LAU|MTS|ARB|CAN|BYF|DEE|PTH|DBL|STG|CRO|LNZ|BBG|GLQ
SP001066,36,2,PMH,RYP,PMH|RYP
SP001067,2,6,CPH,CDF,CPH|LVT|LLS|HHL|CDQ|CDF
SP001068,2,20,NEM,WSB,NEM|SUR|WOK|FNB|BSK|OVR|WCH|ADV|GRT|SAL|TIS|GIL|TMC|SHE|YVJ|YVP|CLC|BRU|FRO|WSB
SP001069,2,18,ARB,GLQ,ARB|CAN|GOF|BYL|MON|BSI|BYF|DEE|ING|PTH|GLE|DBL|BEA|STG|CRO|LNZ|BBG|GLQ
SP001070,6,17,ABD,GLQ,ABD|PLN|STN|LAU|MTS|ARB|CAN|MON|BYF|DEE|PTH|DBL|STG|CRO|LNZ|BBG|GLQ
SP001071,4,16,NEM,YVP,NEM|SUR|WOK|FNB|BSK|OVR|WCH|ADV|GRT|SAL|TIS|GIL|TMC|SHE|YVJ|YVP
SP001072,1,29,DON,KGX,DON|RET|XNK|NNG|GRA|PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|XKB|KGX
SP001073,4,8,NMC,MAN,NMC|MPL|RML|BDY|BNT|RDN|ABY|MAN
SP001074,4,12,GIL,NEM,GIL|TIS|SAL|GRT|ADV|WCH|OVR|BSK|FNB|WOK|SUR|NEM
SP001075,2,10,XSU,NWD,XSU|SBM|QRP|EDW|NDL|TUH|WNW|GIP|CYP|NWD
SP001076,10,16,ABD,GLQ,ABD|STN|LAU|MTS|ARB|CAN|MON|BYF|DEE|PTH|DBL|STG|CRO|LNZ|BBG|GLQ
SP001077,2,19,BAL,EBN,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|HHE|WVF|XKM|PMP|CBR|LWS|XRH|PLG|XIL|HMD|EBN
SP001078,2,4,EXD,OKE,EXD|NTC|CDI|OKE
SP001079,56,9,WCY,BAK,WCY|XGU|NWD|CYP|GIP|WNW|SRH|BAL|BAK
SP001080,12,4,OKE,EXC,OKE|CDI|EXD|EXC
SP001081,6,11,XSU,SRH,XSU|XLJ|NXG|BCY|HPA|FOH|SYD|CYP|GIP|WNW|SRH
SP001082,6,19,QRB,WYB,QRB|WNT|PUT|BNS|BNI|CHK|KWB|BFD|SYL|ISL|HOU|FEL|AFS|SNS|EGH|VIR|CHY|ASN|WYB
SP001083,4,20,BAL,EBN,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|HHE|WVF|XKM|CBR|LWS|XRH|GLY|BRK|PLG|XIL|HMD|EBN
SP001084,2,6,BSK,SAL,BSK|OVR|WCH|ADV|GRT|SAL
SP001085,58,9,BAK,WCY,BAK|BAL|SRH|WNW|GIP|CYP|NWD|XGU|WCY
SP001086,2,17,ABD,GLQ,ABD|STN|LAU|MTS|ARB|CAN|BYF|DEE|ING|PTH|GLE|DBL|STG|CRO|LNZ|BBG|GLQ
SP001087,72,21,SVG,MOG,SVG|WAS|HFN|BAY|CUF|CWH|GDH|ENC|GPK|WIH|PAL|BOP|AAP|HRN|HGY|FPK|DYP|HHY|EXR|OLD|MOG
SP001088,12,5,OKE,EXC,OKE|CDI|NTC|EXD|EXC
SP001089,4,17,INV,GLQ,INV|CAG|AVM|KIN|NWR|DLW|BLA|PIT|DKD|PTH|GLE|DBL|STG|CRO|LNZ|BBG|GLQ
SP001090,3,16,INV,GLQ,INV|CAG|AVM|KIN|NWR|DLW|BLA|PIT|DKD|PTH|DBL|STG|CRO|LNZ|BBG|GLQ
SP001091,70,18,WGC,MOG,WGC|HAT|WMG|BPK|PBR|HDW|NBA|OKL|NSG|AAP|HRN|HGY|FPK|DYP|HHY|EXR|OLD|MOG
SP001092,4,19,BAL,EBN,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|HHE|WVF|XKM|CBR|LWS|XRH|BRK|PLG|XIL|HMD|EBN
SP001093,66,9,GLC,LNK,GLC|CBL|UDD|BLH|MTH|SDM|WSH|CLU|LNK
SP001094,64,21,MOG,SVG,MOG|OLD|EXR|HHY|DYP|FPK|HGY|HRN|AAP|BOP|PAL|WIH|GPK|ENC|GDH|CWH|CUF|BAY|HFN|WAS|SVG
SP001095,2,13,AON,NEM,AON|BTY|FNH|AHT|AHV|BKO|WOK|WBY|BFN|WYB|WAL|SUR|NEM
SP001096,4,5,MTH,CUB,MTH|WFF|CBC|GRL|CUB
SP001097,4,6,CDF,CPH,CDF|CDQ|HHL|LLS|LVT|CPH
SP001098,2,3,SAL,GIL,SAL|TIS|GIL
SP001099,2,10,EXD,YVJ,EXD|EXC|PIN|CBK|WHM|FNT|HON|AXM|CKN|YVJ
SP001100,17,16,ABD,EDB,ABD|STN|LAU|MTS|ARB|CAN|BYF|DEE|LEU|CUP|LDY|KDY|BTS|INK|HYM|EDB
SP001101,2,8,AXM,EXD,AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
SP001102,2,13,GIL,EXD,GIL|TMC|SHE|YVJ|CKN|AXM|HON|FNT|WHM|CBK|PIN|EXC|EXD
SP001103,4,12,EDB,DEE,EDB|HYM|EGY|INK|BTS|KDY|MNC|LDY|SPF|CUP|LEU|DEE
SP001104,4,20,FNH,QRB,FNH|AHT|AHV|FML|CAM|BAG|ACT|SNG|LNG|VIR|EGH|SNS|AFS|FEL|WTN|TWI|SMG|RMD|BNS|QRB
SP001105,36,2,RYP,PMH,RYP|PMH
SP001106,148,18,CYP,XHZ,CYP|SYD|FOH|HPA|BCY|NXG|SQE|ZCW|ROE|WPE|SDE|ZLW|SDC|HOX|HGG|DLJ|XIC|XHZ
SP001107,4,17,QRB,AHT,QRB|PUT|BNS|RMD|TWI|FEL|AFS|SNS|EGH|VIR|SNG|ACT|BAG|CAM|FML|AHV|AHT
SP001108,2,14,NOT,SKG,NOT|NET|RDF|BIN|ALK|ANC|RAU|SLR|HEC|HBB|BSN|TPC|WFL|SKG
SP001109,1,17,NOT,SKG,NOT|NET|RDF|BIN|ALK|ELO|BTF|ANC|RAU|SLR|HEC|HBB|BSN|TPC|WFL|HVN|SKG
SP001110,1,11,MAN,WKK,MAN|ABY|GUI|SYB|MSL|GNF|MSN|SWT|HUD|MIR|WKK
SP001111,31,4,BDW,NBY,BDW|HGD|KIT|NBY
SP001112,16,8,RSH,MAN,RSH|RML|WLY|HYC|HYT|GUI|ABY|MAN
SP001113,4,7,YVP,SAL,YVP|CLC|BRU|FRO|WSB|WMN|SAL
SP001114,38,13,LDS,SHF,LDS|XES|WDS|CFD|NOR|WKK|DRT|BNY|WOM|ELR|CLN|MHS|SHF
SP001115,8,25,LIT,BAL,LIT|XXA|ANG|GBS|DUR|WWO|WRH|LAC|SSE|PLD|HOV|PRP|HSK|BUG|XKM|HHE|TBD|GTW|HOR|ELD|XJS|PUR|ECR|SRS|BAL
SP001116,6,8,YVJ,SAL,YVJ|YVP|CLC|BRU|FRO|WSB|WMN|SAL
SP001117,4,5,HAZ,MAN,HAZ|WSR|DVN|SPT|MAN
SP001118,2,16,NOT,SKG,NOT|NET|RDF|BIN|ALK|BTF|GRA|ANC|RAU|SLR|HEC|SWE|HBB|BSN|WFL|SKG
SP001119,35,13,CRE,MAN,CRE|SDB|HCH|GTR|CEL|ALD|WML|HTH|CHU|SPT|HTC|LVM|MAN
SP001120,10,15,KGX,PBO,KGX|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|BIW|SDY|SNO|HUN|XHO|PBO
SP001121,9,14,PBO,KGX,PBO|HUN|SNO|SDY|BIW|HIT|SVG|XGN|WGC|PBR|AAP|FPK|XKB|KGX
SP001122,40,12,NEM,PMH,NEM|SUR|WOK|GLD|FNC|GOD|HSL|PTR|HAV|FTN|PMS|PMH
SP001123,1,5,BDW,NRC,BDW|HGD|KIT|NBY|NRC
SP001124,18,17,NEM,PMH,NEM|SUR|WOK|GLD|FNC|GOD|HSL|LIP|LIS|PTR|RLN|HAV|BDH|HLS|FTN|PMS|PMH
SP001125,1,15,WSW,REI,WSW|BAL|SRC|NRB|TTH|SRS|ECR|SCY|PUO|PUR|XJS|CDS|MHM|RDH|REI
SP001126,2,14,CDF,RHY,CDF|CDQ|HHL|LLS|LVT|CPH|ABE|LNB|YSM|HNG|PGM|BGD|TIR|RHY
SP001127,24,24,RHY,BYI,RHY|PLT|TIR|BHD|BGD|PGM|HNG|YSM|LNB|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001128,26,22,BGD,BYI,BGD|GFF|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001129,2,25,RHY,BYI,RHY|PLT|TIR|BHD|BGD|GFF|PGM|HNG|YSM|LNB|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001130,2,37,HRH,BDM,HRH|LVN|FGT|IFI|CRW|TBD|GTW|HOR|SAF|ELD|RDH|XJS|PUR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP001131,22,21,BGD,BYI,BGD|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001132,28,9,HBD,LDS,HBD|MYT|SOW|BGH|MIR|DEW|BTL|MLY|LDS
SP001133,2,39,HRH,BDM,HRH|LVN|FGT|IFI|CRW|TBD|GTW|HOR|SAF|ELD|RDH|MHM|CDS|XJS|PUR|SCY|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|HEN|SAC|HPD|LTN|LUT|LEA|HLN|FLT|WIX|BDM
SP001134,4,26,BYI,RHY,BYI|BRY|BYD|CAD|DNS|EBK|CGN|GTN|CDF|CDQ|HHL|LLS|LVT|CPH|ABE|ECP|LNB|YSM|HNG|PGM|GFF|BGD|BHD|TIR|PLT|RHY
SP001135,4,14,BDT,YRK,BDT|NFN|DRF|HUT|BEV|CGM|HUL|BUH|GBD|HOW|SBY|SIE|CHF|YRK
SP001136,26,8,BBN,MCV,BBN|DWN|BMC|HID|BON|SLD|SFD|MCV
SP001137,4,15,CHX,SEV,CHX|WAE|NWX|XPY|HGR|GRP|ESD|CIT|XPE|PET|ORP|CLD|KCK|DNG|SEV
SP001138,4,11,CHX,ORP,CHX|WAE|NWX|XPY|HGR|GRP|ESD|CIT|XPE|PET|ORP
SP001139,30,17,PMH,NEM,PMH|PMS|FTN|HLS|BDH|HAV|RLN|PTR|LIS|LIP|HSL|GOD|FNC|GLD|WOK|SUR|NEM
SP001140,2,25,RHY,BYI,RHY|PLT|TIR|BHD|BGD|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001141,2,18,GLM,TON,GLM|CTM|RTR|XRJ|SOO|CUX|HAI|SDA|NHE|AYL|MDB|MDW|EFL|WTR|YAL|BEG|PDW|TON
SP001142,64,26,CST,CST,CST|XKE|NWX|SAJ|LEW|BKH|KDB|ELW|FCN|WLI|BXH|BNH|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|CST
SP001143,11,14,TON,SOO,TON|PDW|BEG|YAL|WTR|EFL|MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO
SP001144,2,17,GLM,PDW,GLM|CTM|RTR|XRJ|SOO|CUX|HAI|SDA|NHE|AYL|MDB|MDW|EFL|WTR|YAL|BEG|PDW
SP001145,2,8,MDW,SOO,MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO
SP001146,54,13,SOO,PDW,SOO|CUX|HAI|SDA|NHE|AYL|MDB|MDW|EFL|WTR|YAL|BEG|PDW
SP001147,2,18,CDF,RHY,CDF|CDQ|HHL|LLS|LVT|CPH|ABE|ECP|LNB|YSM|HNG|PGM|GFF|BGD|BHD|TIR|PLT|RHY
SP001148,56,13,PDW,SOO,PDW|BEG|YAL|WTR|EFL|MDW|MDB|AYL|NHE|SDA|HAI|CUX|SOO
SP001149,2,20,NCL,MAN,NCL|CLS|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|XES|WKK|HUD|MSN|GNF|SYB|GUI|ABY|MAN
SP001150,10,9,CDF,BYI,CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
SP001151,1,14,REI,WSW,REI|RDH|MHM|CDS|XJS|PUR|PUO|SCY|ECR|SRS|TTH|SRC|BAL|WSW
SP001152,12,16,PGN,EXM,PGN|TQY|TRR|NTA|TGM|DWL|DWW|SCS|EXT|EXD|EXC|DIG|NCO|TOP|LYM|EXM
SP001153,12,14,SOO,TON,SOO|CUX|HAI|SDA|NHE|AYL|MDB|MDW|EFL|WTR|YAL|BEG|PDW|TON
SP001154,428,1,SBT,SBT,SBT
SP001155,2,6,HFX,LDS,HFX|LMR|BDI|NPD|BLE|LDS
SP001156,16,19,PGN,EXM,PGN|TQY|TRR|NTA|TGM|DWL|DWW|MBT|EXD|EXC|SJP|POL|DIG|NCO|TOP|EXN|LYC|LYM|EXM
SP001157,4,13,NEM,PMH,NEM|SUR|WOK|WPL|GLD|FNC|GOD|HSL|PTR|HAV|FTN|PMS|PMH
SP001158,4,3,MAN,MIA,MAN|HDG|MIA
SP001159,2,12,BAA,PMH,BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|FTN|PMS|PMH
SP001160,6,18,CCH,BTN,CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
SP001161,2,5,BSK,RDG,BSK|BMY|MOR|RGP|RDG
SP001162,2,25,PMH,BTN,PMH|PMS|FTN|HLS|HAV|WBL|EMS|SOB|NUT|BOH|FSB|CCH|BAA|FOD|XXA|ANG|WWO|WRH|EWR|LAC|SSE|SWK|PLD|HOV|BTN
SP001163,24,20,BTN,PMS,BTN|HOV|PLD|SWK|SSE|LAC|EWR|WRH|WWO|DUR|GBS|ANG|XXA|FOD|BAA|CCH|EMS|HAV|FTN|PMS
SP001164,24,20,PMS,BTN,PMS|FTN|HAV|EMS|CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|PLD|HOV|BTN
SP001165,4,20,PGN,EXM,PGN|TQY|TRR|NTA|TGM|DWL|DWW|SCS|EXT|EXD|EXC|SJP|POL|DIG|NCO|TOP|EXN|LYC|LYM|EXM
SP001166,3,20,BNP,EXM,BNP|UMB|KGN|EGG|LAP|MRD|COP|YEO|CDI|EXD|EXC|SJP|POL|DIG|NCO|TOP|EXN|LYC|LYM|EXM
SP001167,2,18,PGN,EXM,PGN|TQY|TRR|NTA|TGM|DWL|DWW|MBT|EXD|EXC|POL|DIG|NCO|TOP|EXN|LYC|LYM|EXM
SP001168,2,18,PGN,EXM,PGN|TQY|TRR|NTA|TGM|DWL|DWW|SCS|MBT|EXT|EXD|EXC|SJP|DIG|NCO|TOP|LYM|EXM
SP001169,2,22,PMS,BTN,PMS|FTN|HAV|EMS|CCH|BAA|FOD|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|BTN
