pattern_id,origin,destination,station_count,service_count,is_circular,is_shuttle,has_reverse,reverse_pattern_id
SP002284,NRW,LWT,9,28,False,False,True,SP002233
SP002285,SEV,WGC,37,9,False,False,False,
SP002286,SHF,LDS,13,1,False,False,True,SP000468
SP002287,NRW,SHM,7,2,False,False,True,SP000805
SP002288,SEV,WGC,36,12,False,False,False,
SP002289,RAI,WHP,32,8,False,False,True,SP000138
SP002290,RDZ,GTW,21,2,False,False,False,
SP002291,RDZ,GTW,19,2,False,False,True,SP002330
SP002292,SEV,WGC,40,1,False,False,False,
SP002293,RDZ,GTW,22,2,False,False,True,SP003728
SP002294,ABD,PTH,12,2,False,False,False,
SP002295,SHF,NOT,7,6,False,False,True,SP000628
SP002296,GLC,WMS,9,8,False,False,True,SP000276
SP002297,MOG,WGC,17,14,False,False,True,SP002055
SP002298,IVA,INB,2,52,False,True,True,SP002321
SP002299,MOG,WGC,15,8,False,False,False,
SP002300,OBN,GLQ,21,1,False,False,False,
SP002301,SPX,BXS,16,10,False,False,True,SP002421
SP002302,HUL,LDS,9,1,False,False,True,SP003104
SP002303,GLQ,OBN,17,4,False,False,True,SP004327
SP002304,AMS,SPX,18,10,False,False,True,SP002311
SP002305,MLG,FTW,11,2,False,False,True,SP001976
SP002306,SOP,MCO,15,30,False,False,True,SP003274
SP002307,YRK,MAN,16,2,False,False,False,
SP002308,EDB,GLC,13,2,False,False,False,
SP002309,HFD,PAD,32,1,False,False,False,
SP002310,EDB,GLC,9,18,False,False,True,SP000686
SP002311,SPX,AMS,18,10,False,False,True,SP002304
SP002312,WOS,PAD,19,4,False,False,False,
SP002313,WOF,PAD,19,2,False,False,False,
SP002314,DID,PAD,8,2,False,False,False,
SP002315,GTW,RDZ,22,1,False,False,False,
SP002316,BDQ,SHY,3,6,False,False,True,SP003521
SP002317,KGX,NCL,34,1,False,False,False,
SP002318,BGH,LDS,7,2,False,False,False,
SP002319,GTW,RDZ,21,33,False,False,True,SP001511
SP002320,ADS,GLC,14,30,False,False,True,SP002989
SP002321,INB,IVA,2,48,False,True,True,SP002298
SP002322,GLC,EDB,15,2,False,False,False,
SP002323,GLC,GRK,16,20,False,False,True,SP000146
SP002324,EDB,GLC,10,2,False,False,False,
SP002325,DMF,CAR,5,20,False,False,True,SP003577
SP002326,WTB,NCL,29,2,False,False,True,SP003052
SP002327,EUS,MKC,17,64,False,False,True,SP000191
SP002328,CDF,TAU,17,6,False,False,True,SP000052
SP002329,TAU,CDF,19,4,False,False,True,SP003382
SP002330,GTW,RDZ,19,2,False,False,True,SP002291
SP002331,BRR,GLC,7,26,False,False,True,SP002333
SP002332,HHD,CDF,28,2,False,False,False,
SP002333,GLC,BRR,7,26,False,False,True,SP002331
SP002334,AYS,MYB,11,26,False,False,True,SP000024
SP002335,KGX,LDS,28,1,False,False,False,
SP002336,PNZ,BHM,43,2,False,False,False,
SP002337,LST,SNF,16,9,False,False,True,SP001361
SP002338,HYM,EDA,2,257,False,True,True,SP002041
SP002339,NMP,EUS,16,6,False,False,False,
SP002340,HFN,MOG,18,4,False,False,False,
SP002341,MCV,WGW,11,1,False,False,False,
SP002342,MOG,GDH,15,4,False,False,False,
SP002343,BHI,BHM,7,4,False,False,True,SP002793
SP002344,EDB,KGX,39,1,False,False,False,
SP002345,LOB,LIF,22,2,False,False,True,SP003932
SP002346,BMV,LIF,24,64,False,False,True,SP003934
SP002347,RYS,KGX,17,2,False,False,False,
SP002348,IPS,PBO,11,12,False,False,True,SP002447
SP002349,GDH,MOG,13,2,False,False,False,
SP002350,INR,ABD,4,28,False,False,True,SP002352
SP002351,HNT,ABD,6,2,False,False,False,
SP002352,ABD,INR,4,30,False,False,True,SP002350
SP002353,GTW,RDG,18,3,False,False,False,
SP002354,KGX,RYS,17,3,False,False,True,SP001866
SP002355,GTW,RDG,22,2,False,False,False,
SP002356,EXD,BNP,5,2,False,False,False,
SP002357,EXD,PNZ,25,2,False,False,False,
SP002358,FPK,MOG,6,12,False,False,True,SP002753
SP002359,EXD,PNZ,25,2,False,False,False,
SP002360,STP,DBY,30,1,False,False,False,
SP002361,GCR,FRO,12,4,False,False,False,
SP002362,CNE,PRE,19,36,False,False,True,SP001338
SP002363,KGX,LET,13,2,False,False,False,
SP002364,GCR,WSB,11,6,False,False,True,SP003487
SP002365,BPS,PRE,9,31,False,False,True,SP002733
SP002366,EXD,PNZ,22,2,False,False,False,
SP002367,BUX,MAN,14,12,False,False,True,SP000967
SP002368,ZUM,ZTH,8,18,False,False,True,SP001966
SP002369,EXD,PNZ,22,2,False,False,True,SP002404
SP002370,AAP,MOG,8,4,False,False,False,
SP002371,EXD,PNZ,21,7,False,False,True,SP002402
SP002372,MTH,CRS,5,2,False,False,False,
SP002373,ABD,MTS,5,8,False,False,True,SP001977
SP002374,PLY,PNZ,19,4,False,False,True,SP002658
SP002375,HPQ,LST,15,2,False,False,False,
SP002376,ZUM,KWG,4,4,False,False,True,SP004458
SP002377,XVJ,CBW,26,1,False,False,False,
SP002378,INR,MTS,8,12,False,False,True,SP002382
SP002379,CDF,BRI,7,6,False,False,True,SP004282
SP002380,CBW,XSI,3,1,False,False,True,SP002384
SP002381,BRI,EXD,8,2,False,False,False,
SP002382,MTS,INR,8,8,False,False,True,SP002378
SP002383,ZUM,ZKB,8,6,False,False,True,SP002413
SP002384,XSI,CBW,3,1,False,False,True,SP002380
SP002385,BRI,EXD,7,2,False,False,False,
SP002386,BRI,TAU,11,2,False,False,True,SP000617
SP002387,CBW,XVJ,27,1,False,False,False,
SP002388,LST,CET,16,8,False,False,False,
SP002389,GCR,EXD,18,2,False,False,False,
SP002390,MCV,SOP,17,2,False,False,False,
SP002391,CET,LST,16,2,False,False,False,
SP002392,CDF,EXD,16,12,False,False,False,
SP002393,CET,LST,15,4,False,False,False,
SP002394,CDF,PLY,23,2,False,False,False,
SP002395,CDF,EXD,19,2,False,False,True,SP002705
SP002396,BRI,EXD,13,4,False,False,False,
SP002397,HNX,SDL,9,6,False,False,True,SP003538
SP002398,XVJ,FKW,18,1,False,False,True,SP001903
SP002399,CET,LST,15,4,False,False,False,
SP002400,CRS,GLC,9,2,False,False,False,
SP002401,XYA,SPO,18,1,False,False,False,
SP002402,PNZ,EXD,21,8,False,False,True,SP002371
SP002403,DVP,XVJ,19,2,False,False,False,
SP002404,PNZ,EXD,22,2,False,False,True,SP002369
SP002405,ZHS,ZTH,8,2,False,False,True,SP001933
SP002406,FKE,FKW,3,1,False,False,False,
SP002407,DID,EVE,15,2,False,False,False,
SP002408,FKW,FKE,6,1,False,False,False,
SP002409,DFD,RAI,14,4,False,False,True,SP002803
SP002410,SSD,NRW,15,20,False,False,True,SP002697
SP002411,PGN,EXD,11,2,False,False,False,
SP002412,CBG,NRW,10,8,False,False,True,SP000469
SP002413,ZKB,ZUM,8,10,False,False,True,SP002383
SP002414,SOV,LST,15,61,False,False,False,
SP002415,BRI,SAL,11,4,False,False,False,
SP002416,IPS,NRW,4,2,False,False,True,SP003227
SP002417,WSB,BRI,9,4,False,False,True,SP000484
SP002418,MLG,GLQ,34,2,False,False,False,
SP002419,ZDE,ZUM,8,12,False,False,True,SP002424
SP002420,BNP,EXD,10,2,False,False,False,
SP002421,BXS,SPX,16,11,False,False,True,SP002301
SP002422,GLC,LNK,8,2,False,False,True,SP001983
SP002423,BRI,WMN,11,8,False,False,True,SP000069
SP002424,ZUM,ZDE,8,6,False,False,True,SP002419
SP002425,FIT,BRI,5,28,False,False,True,SP002427
SP002426,SOP,LVC,17,144,False,False,True,SP000818
SP002427,BRI,FIT,5,26,False,False,True,SP002425
SP002428,LNK,MTH,5,2,False,False,True,SP002477
SP002429,MYB,AYS,15,2,False,False,False,
SP002430,BMO,MYB,26,2,False,False,True,SP004157
SP002431,LWT,HPQ,14,2,False,False,True,SP002434
SP002432,OBN,OBN,4,1,True,False,False,
SP002433,CBG,SSD,6,6,False,False,True,SP002446
SP002434,HPQ,LWT,14,2,False,False,True,SP002431
SP002435,COL,CET,2,34,False,True,True,SP001447
SP002436,WON,COL,11,32,False,False,True,SP002437
SP002437,COL,WON,11,34,False,False,True,SP002436
SP002438,MLN,MTH,16,2,False,False,False,
SP002439,DEE,INV,21,2,False,False,False,
SP002440,WAC,LIV,11,30,False,False,True,SP004056
SP002441,FST,SRY,15,70,False,False,True,SP003850
SP002442,FST,SOC,12,4,False,False,False,
SP002443,SBY,HUL,7,1,False,False,False,
SP002444,BAK,ECR,8,6,False,False,True,SP002522
SP002445,BIS,CBG,11,2,False,False,True,SP004632
SP002446,SSD,CBG,6,2,False,False,True,SP002433
SP002447,PBO,IPS,11,10,False,False,True,SP002348
SP002448,PBO,COL,13,6,False,False,True,SP004145
SP002449,BSE,IPS,6,4,False,False,True,SP002795
SP002450,HPQ,CBG,13,2,False,False,False,
SP002451,MCV,WGN,4,12,False,False,True,SP001879
SP002452,BRI,SVB,12,18,False,False,True,SP000614
SP002453,FST,SRY,15,2,False,False,False,
SP002454,CLE,SHF,13,2,False,False,True,SP002457
SP002455,HGS,HHE,22,1,False,False,False,
SP002456,BRI,AVN,10,24,False,False,True,SP002489
SP002457,SHF,CLE,13,2,False,False,True,SP002454
SP002458,BTN,ORE,18,1,False,False,False,
SP002459,FST,SRY,14,4,False,False,True,SP003823
SP002460,ABA,MER,30,59,False,False,False,
SP002461,STP,NOT,28,1,False,False,True,SP002465
SP002462,FST,SOC,13,2,False,False,False,
SP002463,ALD,MAN,8,30,False,False,True,SP002636
SP002464,NOT,WRK,13,4,False,False,True,SP002624
SP002465,NOT,STP,28,1,False,False,True,SP002461
SP002466,NOT,PBO,9,1,False,False,False,
SP002467,WSW,WRH,32,1,False,False,False,
SP002468,DMF,GLC,11,2,False,False,True,SP002475
SP002469,CTR,MAN,18,1,False,False,False,
SP002470,BDM,TBD,39,3,False,False,False,
SP002471,TBD,BDM,39,1,False,False,False,
SP002472,CTR,SPT,15,4,False,False,True,SP004391
SP002473,LST,CHN,18,76,False,False,True,SP000310
SP002474,BTN,BDM,49,2,False,False,False,
SP002475,GLC,DMF,11,4,False,False,True,SP002468
SP002476,ORE,BTN,16,14,False,False,True,SP002479
SP002477,MTH,LNK,5,6,False,False,True,SP002428
SP002478,GLC,EDB,13,2,False,False,True,SP001952
SP002479,BTN,ORE,16,11,False,False,True,SP002476
SP002480,CFC,WRM,3,1,False,False,True,SP002487
SP002481,GLC,MTH,5,2,False,False,False,
SP002482,WRM,SGE,6,3,False,False,True,SP002483
SP002483,SGE,WRM,6,3,False,False,True,SP002482
SP002484,FST,LAI,5,6,False,False,False,
SP002485,NBY,RDG,8,38,False,False,True,SP003244
SP002486,PAD,OXF,23,1,False,False,False,
SP002487,WRM,CFC,3,1,False,False,True,SP002480
SP002488,WEY,WOK,35,2,False,False,False,
SP002489,AVN,BRI,10,2,False,False,True,SP002456
SP002490,PAQ,SHQ,15,107,False,False,True,SP003165
SP002491,NNT,CAR,21,2,False,False,False,
SP002492,MBR,CAR,20,16,False,False,True,SP002509
SP002493,KGX,HFN,15,1,False,False,False,
SP002494,KGX,RYS,18,1,False,False,False,
SP002495,CFN,BRI,6,2,False,False,False,
SP002496,MAC,MAN,8,2,False,False,True,SP004402
SP002497,WSM,CFN,13,2,False,False,False,
SP002498,XSU,EBN,23,1,False,False,True,SP002503
SP002499,SOT,MAN,12,2,False,False,False,
SP002500,PAD,RDG,16,5,False,False,True,SP002583
SP002501,SSD,LST,13,6,False,False,True,SP004627
SP002502,KGX,CBG,25,1,False,False,False,
SP002503,EBN,XSU,23,1,False,False,True,SP002498
SP002504,SOT,MAN,12,2,False,False,True,SP001731
SP002505,CHX,GRV,19,3,False,False,False,
SP002506,XSU,LIT,27,1,False,False,True,SP002578
SP002507,LST,COL,21,1,False,False,False,
SP002508,HFN,LET,5,4,False,False,False,
SP002509,CAR,MBR,20,18,False,False,True,SP002492
SP002510,FPK,HFN,12,3,False,False,True,SP002512
SP002511,EPS,BAK,7,2,False,False,False,
SP002512,HFN,FPK,12,3,False,False,True,SP002510
SP002513,AAP,SVG,7,6,False,False,True,SP003870
SP002514,LST,SSD,15,1,False,False,False,
SP002515,BAL,EPS,6,2,False,False,False,
SP002516,XSU,BOG,23,1,False,False,True,SP002588
SP002517,MIA,YRK,26,2,False,False,True,SP002518
SP002518,YRK,MIA,26,2,False,False,True,SP002517
SP002519,LST,CLT,25,1,False,False,False,
SP002520,MBR,CAR,24,2,False,False,True,SP002813
SP002521,SUO,SRS,7,4,False,False,False,
SP002522,ECR,BAK,8,4,False,False,True,SP002444
SP002523,OXF,DID,5,14,False,False,True,SP002541
SP002524,LWS,EBN,4,2,False,False,False,
SP002525,DKG,BAK,12,26,False,False,True,SP001574
SP002526,DID,OXF,4,16,False,False,True,SP002533
SP002527,HHE,LWS,2,2,False,True,False,
SP002528,OXT,EGR,5,2,False,False,False,
SP002529,HHD,DFP,2,5,False,True,True,SP004473
SP002530,LDS,HUL,16,2,False,False,False,
SP002531,BAK,HRH,18,35,False,False,True,SP001784
SP002532,SCU,DON,7,14,False,False,True,SP002938
SP002533,OXF,DID,4,16,False,False,True,SP002526
SP002534,HUL,YRK,9,2,False,False,False,
SP002535,SUO,XSU,17,2,False,False,False,
SP002536,YRK,BDT,14,8,False,False,True,SP001135
SP002537,CHX,TBW,27,1,False,False,False,
SP002538,SOV,LST,19,1,False,False,False,
SP002539,LCN,NOT,15,2,False,False,False,
SP002540,NWD,XSU,10,8,False,False,False,
SP002541,DID,OXF,5,14,False,False,True,SP002523
SP002542,LST,ELY,31,1,False,False,False,
SP002543,YRK,BDT,15,4,False,False,True,SP003565
SP002544,ARA,MLG,2,5,False,True,True,SP003753
SP002545,CAR,MBR,22,2,False,False,False,
SP002546,YRK,HUL,11,2,False,False,False,
SP002547,YRK,HUL,9,2,False,False,True,SP000494
SP002548,CAR,MBR,21,2,False,False,False,
SP002549,FST,SRY,17,3,False,False,True,SP000204
SP002550,LEI,NOT,10,2,False,False,False,
SP002551,LDS,BDI,10,28,False,False,True,SP001871
SP002552,BDT,YRK,16,4,False,False,False,
SP002553,NOT,NCT,8,2,False,False,False,
SP002554,LST,HFE,17,1,False,False,False,
SP002555,YRK,BDT,13,4,False,False,True,SP003567
SP002556,HFE,LST,11,2,False,False,False,
SP002557,LCN,CLE,11,1,False,False,False,
SP002558,LEI,LCN,20,2,False,False,False,
SP002559,NOT,LCN,14,2,False,False,False,
SP002560,NOT,GMB,21,2,False,False,False,
SP002561,MAT,LCN,25,2,False,False,True,SP002672
SP002562,LDS,YRK,8,2,False,False,False,
SP002563,MAT,LCN,22,12,False,False,True,SP002631
SP002564,MAT,CLE,29,10,False,False,True,SP002632
SP002565,HUL,BDT,7,5,False,False,True,SP003088
SP002566,DFD,GLM,13,5,False,False,True,SP000273
SP002567,BDT,HUL,5,4,False,False,True,SP002569
SP002568,WSM,BRI,8,3,False,False,False,
SP002569,HUL,BDT,5,1,False,False,True,SP002567
SP002570,PGN,BRI,15,2,False,False,False,
SP002571,AVP,MYB,12,40,False,False,True,SP000018
SP002572,SHF,YRK,10,4,False,False,True,SP003873
SP002573,CDF,HFD,6,4,False,False,True,SP001250
SP002574,AMB,CLE,26,2,False,False,False,
SP002575,XFB,STA,21,2,False,False,False,
SP002576,SAL,WOF,16,2,False,False,False,
SP002577,LCN,NOT,8,2,False,False,False,
SP002578,LIT,XSU,27,1,False,False,True,SP002506
SP002579,EPS,BAK,9,4,False,False,True,SP002582
SP002580,MAT,NOT,14,4,False,False,True,SP002628
SP002581,MAT,NOT,15,6,False,False,True,SP001011
SP002582,BAK,EPS,9,4,False,False,True,SP002579
SP002583,RDG,PAD,16,4,False,False,True,SP002500
SP002584,PNZ,NQY,13,2,False,False,False,
SP002585,CRE,LCN,25,2,False,False,False,
SP002586,NQY,PAR,7,4,False,False,True,SP002590
SP002587,CRE,LCN,28,2,False,False,False,
SP002588,BOG,XSU,23,1,False,False,True,SP002516
SP002589,CRE,LCN,28,2,False,False,False,
SP002590,PAR,NQY,7,4,False,False,True,SP002586
SP002591,CRE,LCN,25,8,False,False,True,SP002603
SP002592,NQY,PAR,4,14,False,False,True,SP002597
SP002593,CRE,LCN,24,6,False,False,True,SP002604
SP002594,PAR,NQY,6,12,False,False,True,SP002595
SP002595,NQY,PAR,6,12,False,False,True,SP002594
SP002596,BUX,MAN,13,12,False,False,True,SP000963
SP002597,PAR,NQY,4,12,False,False,True,SP002592
SP002598,CRE,LCN,25,2,False,False,False,
SP002599,CRE,LCN,27,2,False,False,False,
SP002600,LCN,CRE,23,2,False,False,False,
SP002601,LCN,CRE,25,2,False,False,False,
SP002602,KGX,WGC,14,1,False,False,True,SP002801
SP002603,LCN,CRE,25,6,False,False,True,SP002591
SP002604,LCN,CRE,24,6,False,False,True,SP002593
SP002605,LCN,CRE,27,2,False,False,False,
SP002606,NCT,CRE,23,4,False,False,False,
SP002607,NOT,CRE,17,3,False,False,False,
SP002608,LCN,GMB,6,2,False,False,False,
SP002609,BAU,CLE,12,12,False,False,True,SP002662
SP002610,WOF,SAV,36,2,False,False,False,
SP002611,TRI,EUS,11,2,False,False,False,
SP002612,BPN,MIA,25,2,False,False,False,
SP002613,OMS,HNX,19,122,False,False,True,SP001711
SP002614,NOT,WRK,12,16,False,False,True,SP002619
SP002615,NOT,WRK,12,14,False,False,True,SP002618
SP002616,PDX,SNF,19,260,False,False,True,SP001390
SP002617,XOA,HAN,27,2,False,False,False,
SP002618,WRK,NOT,12,14,False,False,True,SP002615
SP002619,WRK,NOT,12,14,False,False,True,SP002614
SP002620,MSW,NOT,8,6,False,False,True,SP002634
SP002621,MSW,NOT,7,2,False,False,True,SP002657
SP002622,BSK,NEM,10,2,False,False,False,
SP002623,KGX,PBO,21,1,False,False,False,
SP002624,WRK,NOT,13,6,False,False,True,SP002464
SP002625,CRE,MAN,14,1,False,False,False,
SP002626,WFJ,SAA,3,2,False,False,False,
SP002627,SHF,DBY,4,4,False,False,False,
SP002628,NOT,MAT,14,6,False,False,True,SP002580
SP002629,WFJ,SAA,7,36,False,False,True,SP002140
SP002630,GMB,MAT,26,4,False,False,False,
SP002631,LCN,MAT,22,10,False,False,True,SP002563
SP002632,CLE,MAT,29,6,False,False,True,SP002564
SP002633,BHM,LIF,8,1,False,False,False,
SP002634,NOT,MSW,8,2,False,False,True,SP002620
SP002635,BRI,NQY,24,2,False,False,False,
SP002636,MAN,ALD,8,32,False,False,True,SP002463
SP002637,GCR,SAL,12,2,False,False,False,
SP002638,RDG,RDH,19,2,False,False,False,
SP002639,RDG,RDH,18,4,False,False,False,
SP002640,WSB,WEY,12,2,False,False,True,SP004564
SP002641,HUL,SBY,5,2,False,False,True,SP003373
SP002642,SHF,BNY,6,2,False,False,True,SP000965
SP002643,SHF,STP,21,2,False,False,False,
SP002644,BRI,WEY,20,2,False,False,True,SP002744
SP002645,SHF,STP,20,26,False,False,True,SP000684
SP002646,CRE,BHM,10,1,False,False,True,SP003023
SP002647,EUS,MKC,15,5,False,False,False,
SP002648,EUS,NMP,20,8,False,False,False,
SP002649,PNZ,PLY,14,14,False,False,True,SP000482
SP002650,SHF,STP,21,2,False,False,False,
SP002651,LSK,PLY,9,2,False,False,True,SP003813
SP002652,SHF,STP,30,1,False,False,True,SP001848
SP002653,ABD,ABD,1,6,True,False,True,SP002653
SP002654,DBY,STP,34,1,False,False,False,
SP002655,EUS,SAA,11,2,False,False,False,
SP002656,SHF,STP,34,1,False,False,False,
SP002657,NOT,MSW,7,4,False,False,True,SP002621
SP002658,PNZ,PLY,19,2,False,False,True,SP002374
SP002659,BAU,CLE,14,4,False,False,True,SP002661
SP002660,SHF,LIV,21,2,False,False,False,
SP002661,CLE,BAU,14,6,False,False,True,SP002659
SP002662,CLE,BAU,12,10,False,False,True,SP002609
SP002663,PNZ,PLY,15,2,False,False,True,SP003726
SP002664,BDM,EGR,24,1,False,False,False,
SP002665,MAN,GLC,20,1,False,False,False,
SP002666,LEI,SHF,10,4,False,False,False,
SP002667,DBY,SHF,6,2,False,False,False,
SP002668,GCR,BRI,6,8,False,False,True,SP000531
SP002669,HLC,EDB,31,11,False,False,False,
SP002670,CRE,LIV,3,1,False,False,False,
SP002671,EXM,PGN,22,20,False,False,False,
SP002672,LCN,MAT,25,2,False,False,True,SP002561
SP002673,LIV,NOT,24,2,False,False,False,
SP002674,NOT,NRW,21,2,False,False,False,
SP002675,SHF,DBY,5,2,False,False,False,
SP002676,CLE,MAT,32,2,False,False,False,
SP002677,EXM,PGN,19,16,False,False,False,
SP002678,CLE,MAT,30,2,False,False,False,
SP002679,MAN,YRK,20,1,False,False,False,
SP002680,HOT,RDG,5,3,False,False,False,
SP002681,HUD,BGH,2,14,False,True,True,SP002686
SP002682,AFK,HGS,9,2,False,False,False,
SP002683,BBN,CLH,5,4,False,False,True,SP000961
SP002684,LST,SOV,22,1,False,False,False,
SP002685,GLC,GLC,12,36,True,False,True,SP000156
SP002686,BGH,HUD,2,14,False,True,True,SP002681
SP002687,FRO,BRI,10,4,False,False,True,SP000493
SP002688,GLC,LAR,14,4,False,False,False,
SP002689,WMS,GLC,15,48,False,False,True,SP000604
SP002690,BTH,BRI,4,2,False,False,True,SP000608
SP002691,GLC,EDB,22,4,False,False,True,SP004448
SP002692,BRI,CDF,9,2,False,False,True,SP002181
SP002693,BMS,GLM,9,2,False,False,False,
SP002694,DMR,RUT,13,4,False,False,True,SP002959
SP002695,EXD,CDF,21,4,False,False,False,
SP002696,EXD,CDF,17,14,False,False,False,
SP002697,NRW,SSD,15,18,False,False,True,SP002410
SP002698,DBY,EMA,2,105,False,True,True,SP002699
SP002699,EMA,DBY,2,109,False,True,True,SP002698
SP002700,NRW,SSD,17,2,False,False,False,
SP002701,SHR,BHM,17,1,False,False,True,SP003972
SP002702,LMS,NUN,7,36,False,False,True,SP001709
SP002703,ELY,NRW,7,2,False,False,True,SP004379
SP002704,SLB,YRK,11,4,False,False,False,
SP002705,EXD,CDF,19,2,False,False,True,SP002395
SP002706,PAR,PLY,12,2,False,False,False,
SP002707,FST,SFO,11,2,False,False,True,SP004360
SP002708,CBG,HPQ,12,2,False,False,False,
SP002709,KIN,DEE,5,1,False,False,False,
SP002710,TAU,CDF,15,2,False,False,False,
SP002711,PAD,BDW,12,2,False,False,True,SP004571
SP002712,GMV,PAD,22,4,False,False,True,SP000048
SP002713,LDS,SKI,11,14,False,False,True,SP000728
SP002714,NRW,BCC,11,2,False,False,False,
SP002715,INV,EDB,17,2,False,False,True,SP002138
SP002716,IPS,PBO,14,2,False,False,False,
SP002717,RDH,RDZ,19,2,False,False,False,
SP002718,BMV,BHM,10,2,False,False,True,SP003933
SP002719,RDH,RDZ,15,2,False,False,False,
SP002720,HRH,BAL,12,2,False,False,False,
SP002721,NRW,LWT,10,4,False,False,True,SP003696
SP002722,WEY,GCR,24,2,False,False,False,
SP002723,SOU,BRI,16,2,False,False,False,
SP002724,BTN,BAL,14,13,False,False,True,SP001291
SP002725,XSU,EGR,13,1,False,False,True,SP002176
SP002726,SHF,SCA,28,1,False,False,False,
SP002727,HUL,DON,12,5,False,False,True,SP004279
SP002728,ELG,KYL,3,2,False,False,False,
SP002729,DAR,SLB,12,32,False,False,True,SP002848
SP002730,ELG,ELG,1,2,True,False,True,SP002730
SP002731,BCC,NRW,10,2,False,False,False,
SP002732,CBG,NRW,12,2,False,False,False,
SP002733,PRE,BPS,9,28,False,False,True,SP002365
SP002734,HUL,SHF,16,1,False,False,False,
SP002735,YVP,GCR,17,2,False,False,False,
SP002736,HUL,BDT,8,7,False,False,True,SP000663
SP002737,SAV,BMO,6,2,False,False,False,
SP002738,GYM,NRW,7,36,False,False,True,SP000300
SP002739,BTN,EBN,8,1,False,False,False,
SP002740,HUL,SCA,13,1,False,False,False,
SP002741,BMO,SAV,7,2,False,False,False,
SP002742,XOH,BMO,2,2,False,True,True,SP002745
SP002743,KTN,GLM,30,6,False,False,False,
SP002744,WEY,BRI,20,4,False,False,True,SP002644
SP002745,BMO,XOH,2,2,False,True,True,SP002742
SP002746,KTN,RAI,31,6,False,False,True,SP001665
SP002747,SPL,EGR,17,1,False,False,False,
SP002748,SVG,HFN,3,2,False,False,True,SP003183
SP002749,SVG,FPK,8,4,False,False,True,SP002750
SP002750,FPK,SVG,8,1,False,False,True,SP002749
SP002751,SVB,WSM,19,4,False,False,True,SP000097
SP002752,AVN,WSM,17,22,False,False,True,SP000101
SP002753,MOG,FPK,6,2,False,False,True,SP002358
SP002754,CBG,KGX,23,30,False,False,False,
SP002755,KGX,CBG,19,3,False,False,True,SP003025
SP002756,NRW,GYM,6,4,False,False,True,SP003703
SP002757,KGX,CBG,23,16,False,False,True,SP003515
SP002758,SAV,KID,33,8,False,False,True,SP001248
SP002759,WOF,LMS,29,2,False,False,False,
SP002760,BSW,LMS,13,2,False,False,False,
SP002761,KGX,LET,10,1,False,False,True,SP003503
SP002762,KGX,CBG,22,23,False,False,True,SP003287
SP002763,BHM,RGL,18,3,False,False,True,SP004051
SP002764,BHM,RGL,13,2,False,False,True,SP002234
SP002765,KGX,CBG,29,1,False,False,True,SP002782
SP002766,BDM,BTN,35,2,False,False,True,SP001620
SP002767,ELG,ELG,2,2,True,True,True,SP002767
SP002768,MDE,AFK,4,2,False,False,False,
SP002769,BMS,AFK,11,2,False,False,False,
SP002770,LEW,GRV,12,4,False,False,False,
SP002771,EDB,INV,16,2,False,False,True,SP002067
SP002772,AYR,GLC,14,2,False,False,False,
SP002773,WOS,LMS,31,2,False,False,False,
SP002774,XVJ,GLM,29,1,False,False,False,
SP002775,XVJ,AFK,27,1,False,False,False,
SP002776,DBY,SHF,3,3,False,False,False,
SP002777,MYB,OXF,18,6,False,False,False,
SP002778,PTR,PMH,8,2,False,False,False,
SP002779,OXF,WOP,9,2,False,False,False,
SP002780,CBG,KGX,24,13,False,False,False,
SP002781,SLO,TAP,3,5,False,False,True,SP003339
SP002782,CBG,KGX,29,1,False,False,True,SP002765
SP002783,MYB,OXF,17,11,False,False,True,SP000073
SP002784,SBJ,MYB,30,2,False,False,True,SP000059
SP002785,BTH,FRO,5,2,False,False,False,
SP002786,BDQ,LAN,20,2,False,False,False,
SP002787,CTR,MIA,14,1,False,False,True,SP002826
SP002788,PLG,HGS,15,1,False,False,False,
SP002789,HHE,BTN,7,1,False,False,False,
SP002790,EPS,HRH,9,2,False,False,False,
SP002791,BHM,BHI,6,2,False,False,True,SP002069
SP002792,MYB,HWY,11,2,False,False,False,
SP002793,BHM,BHI,7,4,False,False,True,SP002343
SP002794,PRR,MYB,12,2,False,False,False,
SP002795,IPS,BSE,6,2,False,False,True,SP002449
SP002796,KGS,MYB,17,2,False,False,False,
SP002797,RAI,WHP,31,2,False,False,False,
SP002798,CHM,STA,22,1,False,False,False,
SP002799,WVH,EUS,23,2,False,False,True,SP000882
SP002800,HWX,GLD,3,40,False,False,True,SP000762
SP002801,WGC,KGX,14,1,False,False,True,SP002602
SP002802,CTR,LLJ,8,2,False,False,False,
SP002803,RAI,DFD,14,6,False,False,True,SP002409
SP002804,CRE,LIV,10,1,False,False,False,
SP002805,WOK,HWX,2,36,False,True,True,SP002806
SP002806,HWX,WOK,2,38,False,True,True,SP002805
SP002807,CHX,DVP,23,3,False,False,False,
SP002808,BAK,EGR,14,1,False,False,False,
SP002809,BTN,HGS,22,1,False,False,True,SP003138
SP002810,XSU,CAT,13,72,False,False,True,SP000350
SP002811,MBR,CAR,19,2,False,False,False,
SP002812,MBR,CAR,24,2,False,False,False,
SP002813,CAR,MBR,24,2,False,False,True,SP002520
SP002814,MBR,CAR,21,2,False,False,False,
SP002815,MBR,HEX,17,2,False,False,False,
SP002816,CAR,NCL,17,8,False,False,True,SP002924
SP002817,WSL,EUS,27,1,False,False,False,
