route_id,pattern_id,origin,destination,station_count,station_sequence
R00160,SP000237,BNG,AYW,7,BNG|CFS|PGR|TRW|DOG|MCN|AYW
R00161,SP000238,SER,SIV,5,SER|LTS|LEL|CBB|SIV
R00162,SP004504,EDB,ABD,20,EDB|HYM|EDP|LIN|PMT|XGM|FKG|CMO|LBT|STG|DBL|PTH|DEE|BYF|CAN|ARB|MTS|LAU|STN|ABD
R00163,SP000242,LAR,GLC,15,LAR|FRL|WKB|ASB|SLT|STV|KWN|DLY|GLG|LHW|HOZ|MIN|JHN|PYG|GLC
R00164,SP000243,GLC,GRK,10,GLC|PYG|BPT|PTG|BGS|CDY|GKC|GKW|FTM|GRK
R00165,SP000244,PBO,LCN,5,PBO|SPA|RKT|MGM|LCN
R00166,SP000245,GLC,LAR,15,GLC|PYG|JHN|MIN|HOZ|LHW|GLG|DLY|KWN|STV|SLT|ASB|WKB|FRL|LAR
R00167,SP000246,DON,LCN,4,DON|GBL|SXY|LCN
R00168,SP000247,SER,SIV,4,SER|LEL|CBB|SIV
R00169,SP000250,DBL,EDB,12,DBL|BEA|STG|LBT|CMO|FKG|XGM|PMT|LIN|EDP|HYM|EDB
R00170,SP000252,LCN,DON,4,LCN|SXY|GBL|DON
R00171,SP000253,TWB,EDB,10,TWB|GAL|SOI|GBG|NEG|EKB|SFI|NEW|BSU|EDB
R00172,SP000254,SIV,SER,5,SIV|CBB|LEL|LTS|SER
R00173,SP000256,BDM,BLY,12,BDM|BSJ|KMH|SWR|MLB|LID|RID|APG|WOB|BWB|FEN|BLY
R00174,SP000257,SPB,IMW,4,SPB|KPA|WBP|IMW
R00175,SP000258,EDB,TWB,10,EDB|BSU|NEW|SFI|EKB|NEG|GBG|SOI|GAL|TWB
R00176,SP000259,SER,SIV,3,SER|CBB|SIV
R00177,SP000260,IMW,SRA,25,IMW|WBP|KPA|SPB|XMB|WJH|XKG|KNR|BSP|BSY|WHD|FNY|HDH|GPO|KTW|CMD|CIR|HII|XJC|CNN|DLK|HKC|HMN|HKW|SRA
R00178,SP000261,BLY,BDM,12,BLY|FEN|BWB|WOB|APG|RID|LID|MLB|SWR|KMH|BSJ|BDM
R00179,SP000559,EDB,HLC,36,EDB|HYM|EDP|UHA|LSN|BHG|ARM|BKR|CAC|DRU|ADR|COA|CBS|BAI|EST|GAR|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|DMC|DMY|SIN|DMR|DBE|DBC|DLR|CDR|CGD|HLC
R00180,SP004436,NBW,HYM,8,NBW|DRM|LND|PST|WAF|MUB|EDB|HYM
R00181,SP003653,EDB,DUN,8,EDB|MUB|WAF|PST|LND|DRM|ELT|DUN
R00182,SP000265,SIV,SER,3,SIV|CBB|SER
R00183,SP004448,EDB,GLC,22,EDB|HYM|SLA|KGE|WTA|CUH|KKN|LVG|WCL|ADW|BRC|FLD|XJB|SHS|HTW|CEA|CRF|HLY|BLH|UDD|CBL|GLC
R00184,SP000269,GLC,EDB,21,GLC|UDD|BLH|HLY|CRF|CEA|HTW|SHS|XJB|FLD|BRC|ADW|WCL|LVG|KKN|CUH|WTA|KGE|SLA|HYM|EDB
R00185,SP000270,CNF,CNF,4,CNF|XOA|XOA|CNF
R00186,SP003581,CDF,MFH,19,CDF|PYC|BGN|PTA|NTH|SWA|GWN|LLE|PBY|KWL|FYS|XCI|CMN|WTL|CUW|CLR|HVF|JOH|MFH
R00187,SP001485,BHM,SSD,28,BHM|XOZ|XLX|WTO|CEH|XQW|NUN|HNK|NBR|SWS|LEI|MMO|OKM|XMJ|SMD|PBO|WLE|MCH|MNE|XYE|ELY|WBC|CMB|CBG|CMS|XSP|AUD|SSD
R00188,SP001661,GLM,LUT,44,GLM|CTM|RTR|XRJ|SOO|HGM|GRV|XSR|NFL|SWM|GNH|SCG|DFD|XRT|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|XMK|BFR|CTK|ZFD|SPL|KTN|WHP|CRI|BCZ|HEN|MIL|ELS|RDT|SAC|HPD|LTN|LUT
R00189,SP000275,LEI,LBO,2,LEI|LBO
R00190,SP002689,WMS,GLC,15,WMS|INP|BCN|DFR|WNL|PTG|WDL|LGB|BPT|PYJ|PYG|HLW|HLE|CDO|GLC
R00191,SP000277,AYW,CMN,4,AYW|AER|LTR|CMN
R00192,SP000278,LBO,LEI,5,LBO|BWS|SIL|SYS|LEI
R00193,SP000279,RCD,LDS,12,RCD|LTL|TOD|HBD|MYT|SOW|HFX|LMR|BDI|NPD|BLE|LDS
R00194,SP000280,GRA,NOT,8,GRA|BTF|ELO|ALK|BIN|RDF|NET|NOT
R00195,SP000281,BSN,NOT,13,BSN|HBB|HEC|SLR|RAU|ANC|GRA|BTF|ALK|BIN|RDF|NET|NOT
R00196,SP000282,SKG,NOT,17,SKG|HVN|WFL|TPC|BSN|HBB|SWE|HEC|SLR|RAU|ANC|GRA|BTF|ALK|BIN|RDF|NOT
R00197,SP000285,SKG,NOT,14,SKG|WFL|BSN|HBB|HEC|SLR|RAU|ANC|GRA|BTF|ALK|BIN|RDF|NOT
R00198,SP000284,AYW,CMN,3,AYW|AER|CMN
R00199,SP000639,BAL,PMH,33,BAL|SRS|ECR|PUR|XJS|ELD|GTW|TBD|CRW|IFI|FGT|LVN|HRH|CHH|BIG|PUL|AMY|ARU|XXA|FOD|BAA|CCH|FSB|BOH|NUT|SOB|EMS|WBL|HAV|HLS|FTN|PMS|PMH
R00200,SP000287,AYW,CMN,3,AYW|LTR|CMN
R00201,SP000288,WCX,MYB,3,WCX|XNJ|MYB
R00202,SP000289,CMN,AYW,3,CMN|AER|AYW
R00203,SP000290,LWT,CBG,18,LWT|OUN|SYT|HAD|REE|CNY|BDA|XWH|NRW|WMD|ATL|TTF|BND|XYE|ELY|WBC|CMB|CBG
R00204,SP000291,CMN,AYW,4,CMN|LTR|AER|AYW
R00205,SP000292,SKG,NOT,15,SKG|WFL|BSN|HBB|SWE|HEC|SLR|RAU|ANC|GRA|BTF|ALK|BIN|RDF|NOT
R00206,SP000740,BPN,MIA,20,BPN|PFY|KKM|PRE|LEY|XOU|BSV|CRL|ADL|BLK|HWI|LOT|XLK|BON|SLD|DGT|MCO|MAN|HDG|MIA
R00207,SP001251,NRW,LST,24,NRW|DIS|SMK|IPS|MNG|COL|MKT|WTM|BPA|CHM|SNF|BRE|HRO|GDP|RMF|GMY|SVK|IFD|MNP|FOG|SRA|XOW|BET|LST
R00208,SP000300,NRW,GYM,7,NRW|XWH|BGA|BDA|LGD|ACL|GYM
R00209,SP000302,PRR,MYB,9,PRR|SDR|HWY|GER|WRU|SRU|WCX|XNJ|MYB
R00210,SP000304,CMR,NRW,9,CMR|RNR|GNT|NWA|WRT|HXM|SAH|XWH|NRW
R00211,SP000306,OKE,XAZ,3,OKE|LAA|XAZ
R00212,SP000723,HYS,CHX,13,HYS|WWI|EDN|ELE|CLK|NBC|LSY|CFB|LAD|LEW|NWX|WAE|CHX
R00213,SP000308,WGN,LIV,6,WGN|SNH|HUY|ROB|EDG|LIV
R00214,SP002558,LEI,LCN,20,LEI|SYS|SIL|BWS|LBO|EMD|XTG|XTR|ATB|BEE|NOT|CTO|LOW|FSK|NCT|XNK|CLM|SWD|HKM|LCN
R00215,SP000310,CHN,LST,18,CHN|TEO|TUR|SBU|XSG|EDR|SLV|WHL|BCV|SVS|SMH|SKW|REC|HAC|LOF|CBH|BET|LST
R00216,SP000314,BSN,SKG,3,BSN|WFL|SKG
R00217,SP000575,PBO,HRH,52,PBO|HUN|SNO|SDY|BIW|ARL|HIT|SVG|KBW|XGN|WGC|HAT|BPK|PBR|HDW|OKL|NSG|AAP|HGY|FPK|XKB|SPL|ZFD|CTK|BFR|XMK|XLJ|NXG|BCY|FOH|SYD|PNW|ANZ|NWD|ECR|SCY|PUO|PUR|XJS|CDS|MHM|RDH|ELD|SAF|HOR|GTW|TBD|CRW|IFI|FGT|LVN|HRH
R00218,SP000320,NOT,SKG,15,NOT|RDF|BIN|ALK|BTF|GRA|ANC|RAU|SLR|HEC|SWE|HBB|BSN|WFL|SKG
R00219,SP000317,XAZ,OKE,3,XAZ|LAA|OKE
R00220,SP001352,NOT,NRW,17,NOT|RDF|BIN|ALK|GRA|PBO|WLE|MCH|MNE|XYE|ELY|XYE|BND|TTF|ATL|WMD|NRW
R00221,SP004613,AFK,XVJ,31,AFK|CHG|LEN|HRM|HBN|BSD|MDE|BMG|EML|WMA|BRG|KMS|XOT|OTF|SEH|EYN|SAY|SMY|XMU|XLY|BKL|BMS|SRT|BKJ|KTH|PNE|SYH|WDU|HNH|BRX|XVJ
R00222,SP000321,NOT,SKG,17,NOT|NET|RDF|BIN|ALK|BTF|GRA|ANC|RAU|SLR|HEC|HBB|BSN|TPC|WFL|HVN|SKG
R00223,SP000322,CMN,AYW,3,CMN|LTR|AYW
R00224,SP000438,ZEL,KNT,9,ZEL|QPW|KNL|WJL|HDN|SBP|NWB|SOK|KNT
R00225,SP000325,OKE,XCV,2,OKE|XCV
R00226,SP000331,BAN,MYB,16,BAN|XAN|BCS|XJV|HDM|PRR|SDR|HWY|GER|DGC|DNM|WRU|SRU|WCX|XNJ|MYB
R00227,SP000332,AYW,DOG,3,AYW|MCN|DOG
R00228,SP002726,SHF,SCA,28,SHF|MHS|SWN|MEX|DON|KKS|HFS|TNN|GOO|SAM|GBD|BMF|BUH|FRY|HES|HUL|CGM|BEV|ARR|HUT|DRF|NFN|BDT|BEM|HUB|FIL|SEM|SCA
R00229,SP000335,BNG,PGR,3,BNG|CFS|PGR
R00230,SP000336,PGR,BNG,3,PGR|CFS|BNG
R00231,SP001733,RCD,LDS,14,RCD|SMB|LTL|WDN|TOD|HBD|MYT|SOW|HFX|LMR|BDI|NPD|BLE|LDS
R00232,SP000339,DOG,AYW,3,DOG|MCN|AYW
R00233,SP000340,RDG,GTW,18,RDG|EAR|WKM|BAW|NCM|ASH|GLD|SFR|CHL|GOM|DKT|DPD|REI|RDH|ELD|SAF|HOR|GTW
R00234,SP000341,BEO,NTH,3,BEO|YST|NTH
R00235,SP000342,ANL,GLQ,8,ANL|KVD|MYH|SUM|GSC|PPK|ASF|GLQ
R00236,SP000343,EUS,WFH,15,EUS|SOH|KBN|QPW|KNL|WJL|HDN|SBP|NWB|SOK|KNT|HDL|HTE|CPK|WFH
R00237,SP000344,XCV,OKE,2,XCV|OKE
R00238,SP000345,WSW,ORE,43,WSW|BAL|SRC|NRB|TTH|SRS|ECR|SCY|PUO|PUR|XJS|RDH|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|PMP|CBR|LWS|XRH|GLY|BRK|PLG|XIL|HMD|EBN|HMD|XIL|PEV|PEB|NSB|COB|CLL|BEX|XOP|SLQ|HGS|ORE
R00239,SP000378,LIT,WSW,37,LIT|XXA|ANG|GBS|DUR|WWO|WRH|EWR|LAC|SSE|SWK|FSG|PLD|AGT|HOV|PRP|HSK|BUG|XKM|WVF|HHE|BAB|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
R00240,SP003033,EPS,XSU,18,EPS|EWE|CHE|SUO|CSB|WLT|WDO|WCY|XGU|NWD|PNW|SYD|FOH|HPA|BCY|NXG|XLJ|XSU
R00241,SP003694,CAT,XSU,17,CAT|WHS|WHY|KLY|PUR|PUO|SCY|ECR|NWD|ANZ|PNW|SYD|HPA|BCY|NXG|XLJ|XSU
R00242,SP002206,BAK,EPD,16,BAK|WSW|BAL|SRC|NRB|TTH|SRS|XGU|WCY|WDO|WLT|CSB|SUO|BLM|BAD|EPD
R00243,SP000352,BAK,XSU,14,BAK|WSW|BAL|SRH|WNW|GIP|CYP|SYD|FOH|HPA|BCY|NXG|XLJ|XSU
R00244,SP000353,BEO,YST,2,BEO|YST
R00245,SP000354,NTH,BEO,3,NTH|YST|BEO
R00246,SP000355,SAV,WOF,29,SAV|STY|WMC|BER|CLV|LPW|DDG|WMR|SOL|OLT|ACG|TYS|XOH|SMA|BMO|BSW|JEQ|THW|SGB|SMW|ROW|CRA|SBJ|HAG|BKD|KID|HBY|DTW|WOF
R00247,SP000356,GLQ,ANL,8,GLQ|ASF|PPK|GSC|SUM|MYH|KVD|ANL
R00248,SP000946,BOG,WSW,29,BOG|BAA|FOD|XXA|ARU|AMY|PUL|BIG|CHH|HRH|LVN|FGT|IFI|CRW|TBD|GTW|SAF|ELD|XJS|PUR|PUO|SCY|ECR|SRS|TTH|NRB|SRC|BAL|WSW
R00249,SP003687,BBN,RCD,8,BBN|ACR|RSG|BYM|TOD|LTL|SMB|RCD
R00250,SP000359,NTH,YST,2,NTH|YST
R00251,SP000360,HNY,SGQ,5,HNY|SOT|WEO|BPL|SGQ
R00252,SP000444,SRA,IMW,25,SRA|HKW|HMN|HKC|DLK|CNN|XJC|HII|CIR|CMD|KTW|GPO|HDH|FNY|WHD|BSY|BSP|KNR|XKG|WJH|XMB|SPB|KPA|WBP|IMW
R00253,SP002506,XSU,LIT,27,XSU|XLJ|NXG|SYD|NWD|ECR|PUR|XJS|ELD|GTW|TBD|HHE|WVF|XKM|BUG|PRP|HOV|PLD|SSE|LAC|WRH|WWO|DUR|GBS|ANG|XXA|LIT
R00254,SP002915,TBW,CST,19,TBW|HIB|TON|HLB|SEV|DNG|KCK|CLD|ORP|XPE|CIT|ESD|GRP|HGR|XPY|SAJ|NWX|XKE|CST
R00255,SP000365,BYC,CEN,2,BYC|CEN
R00256,SP003664,RAM,CHX,31,RAM|XMF|SDW|DEA|WAM|MTM|XUK|DVP|FKE|FKC|FKW|XSI|SDG|WHA|AFK|PLC|HCN|SPU|MRN|PDW|TON|SEV|ORP|XPE|CIT|GRP|HGR|XPY|NWX|WAE|CHX
R00257,SP000367,BNG,CEN,4,BNG|CAP|BYC|CEN
R00258,SP000665,KWG,SRA,24,KWG|GUN|SAT|ACC|WJH|XKG|KNR|BSP|BSY|WHD|FNY|HDH|GPO|KTW|CMD|CIR|HII|XJC|CNN|DLK|HKC|HMN|HKW|SRA
R00259,SP000369,EXC,BNP,11,EXC|EXD|CDI|YEO|COP|MRD|LAP|EGG|KGN|UMB|BNP
R00260,SP000370,LDS,SHF,13,LDS|OUT|WKF|SNA|FZW|MRP|THC|GOE|BTD|SWN|RMC|MHS|SHF
R00261,SP000371,RMF,XUP,3,RMF|EMP|XUP
R00262,SP002275,HHE,EBN,11,HHE|WVF|XKM|CBR|LWS|XRH|GLY|PLG|XIL|HMD|EBN
R00263,SP000373,XUP,RMF,3,XUP|EMP|RMF
R00264,SP000374,BNP,EXD,8,BNP|UMB|EGG|COP|YEO|CDI|NTC|EXD
R00265,SP000375,BAL,BTN,23,BAL|SRC|NRB|TTH|SRS|ECR|SCY|PUO|PUR|XJS|ELD|SAF|HOR|GTW|TBD|BAB|HHE|WVF|XKM|BUG|HSK|PRP|BTN
R00266,SP003472,RHY,BGN,26,RHY|PLT|TIR|BHD|BGD|PGM|HNG|YSM|LNB|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|RIA|LWM|BGN
R00267,SP000379,PEN,CDF,4,PEN|DGL|GTN|CDF
R00268,SP000380,FRO,WSB,2,FRO|WSB
R00269,SP000381,BNG,BYC,3,BNG|CAP|BYC
R00270,SP000382,WGN,LIV,13,WGN|BYN|GSW|SNH|THH|ECL|PSC|HUY|ROB|BGE|WAV|EDG|LIV
R00271,SP002168,BTN,CBG,36,BTN|PRP|BUG|XKM|HHE|TBD|GTW|ELD|XJS|PUR|ECR|NWD|SYD|NXG|XLJ|XMK|BFR|CTK|ZFD|SPL|XKB|FPK|AAP|PBR|WGC|XGN|SVG|HIT|LET|BDK|AWM|RYS|FXN|XSP|CMS|CBG
R00272,SP000384,CEN,BNG,4,CEN|BYC|CAP|BNG
R00273,SP000385,MAI,MLW,5,MAI|FZP|COO|BNE|MLW
R00274,SP000387,MLW,BNE,2,MLW|BNE
R00275,SP000388,AYR,STR,5,AYR|MAY|GIR|BRL|STR
R00276,SP000389,MAI,BNE,4,MAI|FZP|COO|BNE
R00277,SP000390,RCD,BBN,7,RCD|LTL|TOD|BYM|RSG|ACR|BBN
R00278,SP000391,RHY,BYI,24,RHY|TIR|BGD|GFF|PGM|HNG|YSM|LNB|ECP|ABE|CPH|LVT|LLS|HHL|CDQ|CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|BYI
R00279,SP000393,BNE,MLW,2,BNE|MLW
R00280,SP000394,MST,EBB,20,MST|MEW|GMG|TDU|SRR|WMI|BGN|PCD|LLR|PYC|CDF|NWP|PYE|ROR|RCA|CKY|NBE|LTH|EBV|EBB
R00281,SP000395,PTM,BFF,2,PTM|BFF
R00282,SP001151,REI,WSW,14,REI|RDH|MHM|CDS|XJS|PUR|PUO|SCY|ECR|SRS|TTH|SRC|BAL|WSW
R00283,SP001666,MAN,PGN,44,MAN|SPT|CHU|MAC|CNG|KDG|SOT|SNE|STA|PKG|XBJ|WVH|DDP|XGJ|XOS|BHM|XOZ|XON|XIR|KNN|LOB|BTG|BMV|XSW|WOP|XAY|ASC|CNM|YAE|BPW|FIT|BRI|WSM|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|EDS|TQY|PGN
R00284,SP000399,LDS,RCD,11,LDS|BLE|NPD|BDI|HFX|HBD|TOD|WDN|LTL|SMB|RCD
R00285,SP000400,CFS,BFF,4,CFS|PGR|PTM|BFF
R00286,SP001598,BHM,BMH,27,BHM|XOZ|SCF|BHI|BKW|COV|LMS|XFC|BAN|XAN|HYD|OXF|GOR|RDG|BMY|BSK|MIC|WIN|XEW|ESL|SOA|SDN|SOU|RDB|TTN|BCU|BMH
R00287,SP000403,GLQ,OBN,23,GLQ|SPR|BLG|GQL|SCH|GRS|YOK|CYK|DMR|DBC|DLR|HLU|GCH|ART|AUI|CNR|TYL|DAL|LHA|FOC|TAY|CON|OBN
R00288,SP000404,TRN,TRN,1,TRN
R00289,SP000405,ADR,BHC,28,ADR|COA|CBS|BAI|EST|GAR|SLS|CAY|BLG|HST|GQL|CHC|PTK|HYN|ANL|WES|DMC|DMY|SIN|DMR|KPT|BWG|DBE|DBC|DLR|RTN|ALX|BHC
R00290,SP001641,SHF,MAN,19,SHF|DOR|GRN|HSG|BAM|HOP|EDL|CLY|NMC|SRN|MPL|RML|BDY|BNT|RDN|RRB|BLV|ABY|MAN
R00291,SP000407,BFF,CFS,4,BFF|PTM|PGR|CFS
R00292,SP000408,PTM,CFS,3,PTM|PGR|CFS
R00293,SP002146,BHM,HFD,19,BHM|FWY|UNI|SLY|KNN|LOB|BTG|BMV|XSW|DTW|WOS|WOF|XHK|MVL|GMV|XMN|CWL|LED|HFD
R00294,SP000410,BFR,BKJ,6,BFR|EPH|LGJ|HNH|KTH|BKJ
R00295,SP000411,BFF,PTM,2,BFF|PTM
R00296,SP002994,STP,DBY,23,STP|KTN|WHP|CRI|HEN|SAC|LTN|LUT|FLT|BDM|WEL|KET|COR|XMJ|OKM|MMO|LEI|LBO|EMD|XTG|LGE|SPO|DBY
R00297,SP000414,LEE,CST,21,LEE|MTG|NEH|SID|AYP|BXY|CRY|SGR|ERH|BVD|ABW|PLU|WWA|WWD|CTN|WCB|MZH|GNW|DEP|XKE|CST
R00298,SP002652,SHF,STP,30,SHF|CHD|XAJ|DBY|SPO|LGE|XTG|EMD|LBO|LEI|MHR|KET|WEL|BDM|FLT|HLN|LEA|LUT|LTN|HPD|SAC|RDT|ELS|MIL|HEN|BCZ|CRI|WHP|KTN|STP
R00299,SP000417,NOT,STP,17,NOT|XTR|XTG|LBO|LEI|MHR|KET|WEL|BDM|FLT|LUT|SAC|HEN|CRI|WHP|KTN|STP
R00300,SP000418,YRK,NCL,7,YRK|THI|NTR|DAR|DHM|CLS|NCL
R00301,SP000419,OXP,BNS,15,OXP|OXF|GOR|RDG|EAR|WKM|BCE|ACT|VIR|SNS|FEL|TWI|SMG|RMD|BNS
R00302,SP002812,MBR,CAR,24,MBR|TBY|STK|BIL|SEC|HPL|HRE|SEA|SUN|BNR|HEW|NCL|MCE|BLO|WYM|PRU|HEX|HDB|BLL|HWH|XRL|BMP|WRL|CAR
R00303,SP000454,HUL,SHF,13,HUL|BUH|GBD|GOO|HFS|KKS|DON|CNS|MEX|SWN|RMC|MHS|SHF
R00304,SP002674,NOT,NRW,21,NOT|XTR|XTG|EMD|LBO|MMO|OKM|XMJ|SMD|PBO|WLE|MCH|MNE|XYE|ELY|XYE|BND|TTF|ATL|WMD|NRW
R00305,SP000423,EDB,NCL,10,EDB|PST|DRM|ELT|DUN|RSN|BWK|ALM|MPT|NCL
R00306,SP000424,NNT,NCL,16,NNT|GYP|MTO|JCH|MBR|TBY|STK|BIL|SEC|HPL|HRE|SEA|SUN|BNR|HEW|NCL
R00307,SP000425,BDT,SHF,18,BDT|NFN|DRF|HUT|BEV|CGM|HUL|BUH|GBD|GOO|TNN|HFS|KKS|DON|MEX|SWN|MHS|SHF
R00308,SP000426,BMN,GRP,3,BMN|SUP|GRP
R00309,SP000427,CFS,PTM,3,CFS|PGR|PTM
R00310,SP000429,GRP,BMN,3,GRP|SUP|BMN
R00311,SP001792,LIV,EUS,32,LIV|EDG|ALE|RUN|XYJ|ACB|WSF|CRE|STA|XCO|RGL|XOI|LTV|TAM|XIM|PSW|ATH|NUN|RUG|XWZ|XHN|WOL|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00312,SP000434,YRK,SCA,4,YRK|MLT|SEM|SCA
R00313,SP000435,NCL,EDB,10,NCL|MPT|ALM|BWK|RSN|DUN|ELT|DRM|PST|EDB
R00314,SP000436,CTR,EUS,20,CTR|CRE|STA|XCO|XOI|XIM|NUN|RUG|XWZ|XHN|MKC|BLY|XOD|TRI|XOE|WFJ|HRW|WMB|XWI|EUS
R00315,SP000437,SBP,KNT,4,SBP|NWB|SOK|KNT
R00316,SP000593,MAN,HUL,19,MAN|ABY|GUI|SYB|MSL|GNF|MSN|SWT|HUD|DEW|MLY|LDS|CRG|MIK|SBY|HOW|GBD|BUH|HUL
R00317,SP002990,SCA,SHF,21,SCA|SEM|FIL|HUB|BEM|BDT|NFN|DRF|HUT|BEV|CGM|HUL|BUH|GBD|GOO|HFS|KKS|DON|MEX|MHS|SHF
R00318,SP000671,ASL,NCL,8,ASL|BEJ|BLI|NWH|SEJ|NOP|MAS|NCL
R00319,SP002765,KGX,CBG,29,KGX|XKB|FPK|HGY|HRN|AAP|NSG|OKL|NBA|HDW|PBR|BPK|HAT|WGC|WLW|XGN|KBW|SVG|HIT|LET|BDK|AWM|RYS|MEL|STH|FXN|XSP|CMS|CBG
R00320,SP000443,NCL,ASL,8,NCL|MAS|NOP|SEJ|NWH|BLI|BEJ|ASL
R00321,SP001876,EDB,PNZ,71,EDB|PST|DRM|DUN|RSN|BWK|ALM|MPT|NCL|DHM|DAR|NTR|THI|YRK|CHF|MIK|CRG|LDS|WKF|MRP|SWN|SHF|CHD|XAJ|DBY|BUT|XWE|TAH|XKI|WTO|XLX|XOZ|BHM|FWY|SLY|KNN|LOB|BTG|BMV|XSW|XAY|ASC|CNM|YAE|BPW|FIT|BRI|BWT|TAU|TVP|EXD|DWW|DWL|TGM|NTA|TOT|IVY|PLY|STS|SGM|LSK|BOD|LOS|PAR|SAU|TRU|RED|CBN|HYL|SER|PNZ
R00322,SP001376,EAD,GLD,15,EAD|RAY|MOT|WCP|SNL|EWW|EPS|AHD|LHD|BKA|EFF|HSY|CLA|LRD|GLD
R00323,SP000448,COL,LST,23,COL|MKT|KEL|WTM|HAP|BPA|CHM|INT|SNF|BRE|HRO|GDP|RMF|CTH|GMY|SVK|IFD|MNP|FOG|SRA|XOW|BET|LST
R00324,SP002520,MBR,CAR,24,MBR|TBY|STK|HPL|SEA|SUN|BNR|NCL|DOT|MCE|BLO|WYM|PRU|SKS|RDM|CRB|HEX|HDB|BLL|HWH|XRL|BMP|WRL|CAR
R00325,SP000456,EXD,BNP,12,EXD|CDI|YEO|COP|MRD|LAP|EGG|KGN|PMA|UMB|CPN|BNP
R00326,SP000453,MIA,SCA,19,MIA|HDG|MAN|ABY|GUI|SYB|GNF|MSN|HUD|WKK|XES|LDS|CRG|MIK|CHF|YRK|MLT|SEM|SCA
R00327,SP000455,NCL,MPT,4,NCL|MAS|CRM|MPT
R00328,SP000458,RET,LDS,14,RET|WRK|SRO|KVP|KIV|WDH|DAN|SHF|MHS|BNY|WKK|NOR|XES|LDS
R00329,SP002488,WEY,WOK,35,WEY|UPW|DCH|MTN|WOO|WRM|HAM|POO|PKS|BSM|BMH|POK|CHR|HNA|NWM|SWY|BCU|ANF|TTN|RDB|SOU|SDN|SOA|ESL|XEW|SHW|WIN|MIC|BSK|HOK|WNF|FLE|FNB|BKO|WOK
R00330,SP000460,MCN,PWL,27,MCN|DVY|PHG|AVY|TYW|TNF|LLW|FRB|MFA|BRM|LLA|TLB|DYF|LBR|PES|LDN|HRL|TYG|TAL|LLC|PRH|MFF|PTM|CCC|PNC|ABH|PWL
R00331,SP001233,NEM,WEY,34,NEM|SUR|WOK|FNB|BSK|MIC|WIN|SHW|XEW|ESL|SOA|SDN|SOU|RDB|TTN|ANF|BEU|BCU|SWY|NWM|HNA|CHR|POK|BMH|BSM|PKS|POO|HAM|WRM|WOO|MTN|DCH|UPW|WEY
R00332,SP000465,LCN,LDS,16,LCN|SXY|GBL|XRO|WRK|SRO|KVP|KIV|WDH|DAN|SHF|MHS|BNY|WKK|XES|LDS
R00333,SP000466,DID,BAN,9,DID|CUM|RAD|OXF|TAC|HYD|XAN|KGS|BAN
R00334,SP000467,LDS,LCN,16,LDS|XES|WKK|BNY|MHS|SHF|DAN|WDH|KIV|KVP|SRO|WRK|XRO|GBL|SXY|LCN
R00335,SP000468,LDS,SHF,13,LDS|OUT|WKF|WKK|FZW|MRP|THC|GOE|BTD|SWN|RMC|MHS|SHF
R00336,SP004518,NRW,LIV,46,NRW|WMD|ATL|TTF|BND|XYE|ELY|XYE|MNE|MCH|WLE|PBO|GRA|BTF|ELO|ALK|BIN|RDF|NET|NOT|LGM|ALF|CHD|SHF|GRN|BAM|EDL|HAZ|WSR|DVN|SPT|HTC|LVM|MAN|MCO|DGT|BWD|WAC|WID|HGN|HNX|ALE|WSA|MSH|EDG|LIV
R00337,SP000470,MCV,CLH,14,MCV|SFD|SLD|FNW|BON|HID|BMC|ENT|DWN|BBN|RGW|LHO|WHE|CLH
R00338,SP000473,EXC,BNP,14,EXC|EXD|NTC|CDI|YEO|COP|MRD|LAP|EGG|KGN|PMA|UMB|CPN|BNP
R00339,SP000472,CDF,BGN,11,CDF|GTN|CGN|EBK|DNS|CAD|BYD|BRY|RIA|LWM|BGN
R00340,SP000474,MCV,CLH,13,MCV|SFD|SLD|BON|HID|BMC|ENT|DWN|BBN|RGW|LHO|WHE|CLH
R00341,SP001413,RDG,NCL,36,RDG|GOR|OXF|HYD|XAN|BAN|XFC|LMS|HTN|DDG|TYS|XOH|XIR|XON|XOZ|BHM|XOZ|XLX|WTO|XKI|TAH|XWE|BUT|DBY|XAJ|CHD|SHF|SWN|MEX|DON|YRK|THI|NTR|DAR|DHM|NCL
R00342,SP003435,CNM,PAD,19,CNM|GCR|SHU|STD|KEM|SWI|DID|GOR|RDG|TWY|MAI|TAP|BNM|SLO|STL|WEA|EAL|AML|PAD
