station_id,station_name,english_name,crs,operator,route,region,latitude,longitude,is_interchange,route_count,is_coastal,distance_to_coast_km,welsh_name,terminus_weekday,terminus_sat,terminus_sun,terminus_max,canonical_hub,canonical_time_to_hub,canonical_time_n,canonical_time_status,hub_reassigned_from,interchange_via,interchange_via_london,quiz_id,direction_count
SO_0173,Hastings,,HGS,Southern,['East Coastway'],Hastings,50.858288,0.57608,FALSE,1,TRUE,0.5,,319,445,544,544,London,105,105,direct_match,,,,thameslink_southern,2
NR_0211,Harrogate,,HGT,Northern,['Harrogate Line'],North Yorkshire,53.99319216,-1.537615121,FALSE,1,FALSE,64.27,,36,56,50,56,Leeds,34,98,direct_match,,,,leeds_sheffield_northern,2
NR_0228,Heysham Port,,HHB,Northern,not assigned,Lancaster,54.03315438,-2.91311509,FALSE,1,TRUE,0.09,,2,2,1,2,Liverpool (Lime St/Central),80,80,darwin_interchange,,,,liverpool_merseyside,1
TW_0100,Holyhead,,HHD,TfW,['North Wales Coast Line'],Isle of Anglesey,53.30770479,-4.631012675,FALSE,1,TRUE,0.01,Caergybi,254,226,166,254,Wrexham/Chester,107,97,direct_match,,,,shrewsbury_wrexham_chester,1
SO_0070,Haywards Heath,,HHE,Southern,['Brighton Main Line'],Mid Sussex,51.00525294,-0.105306765,FALSE,1,FALSE,20.69,,16,10,55,55,London,358,358,direct_match,,,,thameslink_southern,2
TW_0094,Heath High Level,,HHL,TfW,"['Coryton Line', 'Vale of Glamorgan Line']",Cardiff,51.51656604,-3.181713068,TRUE,2,FALSE,2.87,Lefel Uchel y Mynydd Bychan,0,0,0,0,Cardiff Central,8,260,direct_match,,,,gwr_wales_corridor,2
CM_0079,Hampton-in-Arden,,HIA,West Midlands Railway,['West Coast Main Line'],Solihull,52.428375,-1.699934,FALSE,1,FALSE,86.39,,0,0,0,0,Birmingham New Street,14,70,direct_match,,,,chiltern_wmr,2
SO_0176,High Brooms,,HIB,Southern,['Uckfield Branch'],Tunbridge Wells,51.149609,0.277686,FALSE,1,FALSE,33.66,,0,0,0,0,London,139,139,direct_match,,,,thameslink_southern,2
NR_0205,Hall-i'-th'-Wood,,HID,Northern,['Clitheroe Line'],Bolton,53.59756945,-2.413976805,FALSE,1,FALSE,36.36,,0,0,0,0,Manchester (Picc/Vic),26,82,direct_match,,,,manchester_northern,2
ME_0032,Hillside,,HIL,Merseyrail,['Northern Line'],Sefton,53.62212307,-3.024723262,FALSE,1,TRUE,1.69,,0,0,0,0,Liverpool (Lime St/Central),40,143,direct_match_bugfixed,,,,liverpool_merseyside,2
NR_0229,Hindley,,HIN,Northern,['Atherton Line'],Wigan,53.54225044,-2.575496114,FALSE,1,FALSE,29.69,,0,0,0,0,Manchester (Picc/Vic),37,104,direct_match,,,,manchester_northern,2
NR_0236,Horton-in-Ribblesdale,,HIR,Northern,"['Airedale Line', 'Settle Carlisle Line']",North Yorkshire,54.14939839,-2.302030471,TRUE,2,FALSE,31.6,,0,0,0,0,Leeds,74,14,direct_match,,,,leeds_sheffield_northern,2
SC_0185,Hawkhead,,HKH,Scotrail,['Paisley Canal Line'],Renfrewshire,55.843136,-4.398792,FALSE,1,FALSE,11.74,,0,0,0,0,Glasgow (Central/Queen St),18,64,direct_match,,,,glasgow_scotrail,2
EM_0042,Hykeham,,HKM,East_Midlands,['Castle Line'],North Kesteven,53.19536728,-0.598164171,FALSE,1,FALSE,52.18,,0,0,0,0,Lincoln,8,8,darwin_direct,not assigned,,,east_midlands_emr,2
EM_0041,Hucknall,,HKN,East_Midlands,['Robin Hood Line'],Ashfield,53.03830732,-1.195814321,FALSE,1,FALSE,81.16,,0,0,0,0,Nottingham,13,13,darwin_interchange,not assigned,,,east_midlands_emr,2
SO_0177,Hildenborough,,HLB,Southern,['Southern Thameslink Branches'],Tonbridge and Malling,51.214451,0.226465,FALSE,1,FALSE,28.03,,0,0,0,0,London,84,84,direct_match,,,,thameslink_southern,2
SC_0187,Helensburgh Central,,HLC,Scotrail,"['Argyle Line', 'North Clyde Electrics']",Argyll and Bute,56.004261,-4.732803,TRUE,2,TRUE,0.21,,99,89,68,99,Glasgow (Central/Queen St),42,75,direct_match,,,,glasgow_scotrail,1
NR_0223,Hellifield,,HLD,Northern,"['Airedale Line', 'Bentham Line', 'Settle Carlisle Line']",North Yorkshire,54.01087074,-2.227841167,TRUE,3,FALSE,37.37,,0,1,0,1,Leeds,56,36,direct_match,,,,leeds_sheffield_northern,2
SC_0192,Hillington East,,HLE,Scotrail,"['Ayrshire Coast Line', 'Inverclyde Line']",Glasgow City,55.854778,-4.354768,TRUE,2,FALSE,12.79,,0,0,0,0,Glasgow (Central/Queen St),10,82,direct_match,,,,glasgow_scotrail,2
SC_0191,Hillfoot,,HLF,Scotrail,Argyle Line,East Dunbartonshire,55.920143,-4.32032,FALSE,1,FALSE,12.16,,0,0,0,0,Glasgow (Central/Queen St),20,88,direct_match,,,,glasgow_scotrail,2
EM_0037,Healing,,HLI,East_Midlands,"['Castle Line', 'Humber Linc Line']",North East Lincolnshire,53.5818177,-0.160630049,TRUE,2,FALSE,2.88,,0,0,0,0,Lincoln,48,48,darwin_interchange,not assigned,,,east_midlands_emr,2
TW_0095,Heath Low Level,,HLL,TfW,['Coryton Line'],Cardiff,51.51566416,-3.181977972,FALSE,1,FALSE,2.85,Lefel Isel y Mynydd Bychan,0,0,0,0,Cardiff Central,11,99,direct_match,,,,gwr_wales_corridor,2
SO_0072,Holmwood,,HLM,Southern,['Arun Valley'],Mole Valley,51.18099754,-0.321090928,FALSE,1,FALSE,35.22,,0,0,0,0,London,34,34,direct_match,,,,thameslink_southern,2
ME_0029,Hall Road,,HLR,Merseyrail,['Northern Line'],Sefton,53.49838894,-3.050682508,FALSE,1,TRUE,0.69,,0,0,0,0,Liverpool (Lime St/Central),22,143,direct_match_bugfixed,,,,liverpool_merseyside,2
SO_0178,Hilsea,,HLS,Southern,['Portsmouth Direct'],Portsmouth,50.828075,-1.058592,TRUE,1,TRUE,0.65,,0,0,0,0,London,107,107,direct_match,,,,thameslink_southern,3
SW_0075,Hilsea,,HLS,South Western,"['Solent Link', 'South West Main Line']",Portsmouth,50.82812716,-1.058584319,TRUE,2,TRUE,0.65,,0,0,0,0,London,107,107,direct_match,,,,south_western,3
SC_0188,Helensburgh Upper,,HLU,Scotrail,West Highland Line,Argyll and Bute,56.013268,-4.73184,FALSE,1,TRUE,1.17,,0,0,0,0,Glasgow (Central/Queen St),43,19,direct_match,,,,glasgow_scotrail,2
SC_0193,Hillington West,,HLW,Scotrail,"['Ayrshire Coast Line', 'Inverclyde Line']",Glasgow City,55.85537,-4.370778,TRUE,2,FALSE,11.97,,0,0,0,0,Glasgow (Central/Queen St),12,84,direct_match,,,,glasgow_scotrail,2
SC_0194,Holytown,,HLY,Scotrail,['Shotts Line'],North Lanarkshire,55.812943,-3.973967,TRUE,1,FALSE,28.37,,0,0,0,0,Glasgow (Central/Queen St),23,45,direct_match,,,,glasgow_scotrail,4
SW_0068,Hampton Court,,HMC,South Western,['Hampton Court Branch'],Elmbridge,51.40255764,-0.342750055,FALSE,1,FALSE,51.46,,146,352,154,352,London,107,107,direct_match,,,,south_western,1
SO_0068,Hampden Park (Sussex),,HMD,Southern,['East Coastway'],Eastbourne,50.79639828,0.27936748,TRUE,1,FALSE,2.87,,0,0,0,0,London,70,70,direct_match,,,,thameslink_southern,3
SW_0066,Hamble,,HME,South Western,['Solent Link'],Eastleigh,50.8713636,-1.329166492,FALSE,1,TRUE,0.92,,0,0,0,0,London,235,235,interchange_match,,,STDENYS,south_western,2
NR_0207,Hammerton,,HMM,Northern,['Harrogate Line'],North Yorkshire,53.99611366,-1.283031759,FALSE,1,FALSE,50.39,,0,0,0,0,Leeds,59,63,direct_match,,,,leeds_sheffield_northern,2
SW_0067,Hampton (London),,HMP,South Western,"['Hounslow Loop', 'Kingston Loop', 'Shepperton Branch']",South West London,51.41590963,-0.372108616,TRUE,3,FALSE,53.38,,0,0,0,0,London,108,108,direct_match,,,,south_western,2
SC_0189,Helmsdale,,HMS,Scotrail,Far North Line,Highland,58.117737,-3.660068,FALSE,1,TRUE,0.25,,0,0,0,0,Inverness,160,14,direct_match,,,,highlands_ne_scotrail,2
SO_0067,Ham Street,,HMT,Southern,['Marshlink Line'],Ashford,51.0683774,0.854521617,FALSE,1,FALSE,10.98,,0,0,0,0,London,64,64,interchange_match,,,ASHFKY,thameslink_southern,2
SW_0069,Hampton Wick,,HMW,South Western,"['Hounslow Loop', 'Kingston Loop', 'Shepperton Branch']",South West London,51.41452673,-0.31249094,TRUE,3,FALSE,49.25,,0,0,0,0,London,257,257,direct_match,,,,south_western,2
SC_0181,Hairmyres,,HMY,Scotrail,East Kilbride Line,South Lanarkshire,55.762012,-4.220047,FALSE,1,FALSE,25.97,,0,0,0,0,Glasgow (Central/Queen St),28,81,direct_match,,,,glasgow_scotrail,2
SW_0077,Hinton Admiral,,HNA,South Western,['South West Main Line'],New Forest,50.75262651,-1.714128129,FALSE,1,TRUE,1.85,,0,0,0,0,London,18,18,direct_match,,,,south_western,2
SC_0182,Hamilton Central,,HNC,Scotrail,Argyle Line,South Lanarkshire,55.773239,-4.038928,FALSE,1,FALSE,34.34,,0,0,0,0,Glasgow (Central/Queen St),28,142,direct_match,,,,glasgow_scotrail,2
CM_0095,Hednesford,,HNF,West Midlands Railway,"['Chase Line', 'Shrewsbury to Wolverhampton Line']",Cannock Chase,52.709922,-2.00199,TRUE,2,FALSE,94.17,,2,72,30,72,Birmingham New Street,42,70,direct_match,,,,chiltern_wmr,2
TW_0097,Hengoed,,HNG,TfW,"['Coryton Line', 'Vale of Glamorgan Line']",Caerphilly,51.64740601,-3.224137826,TRUE,2,FALSE,16.55,Hengoed,0,0,0,0,Cardiff Central,34,179,direct_match,,,,gwr_wales_corridor,2
EM_0039,Hinckley (Leics),,HNK,East_Midlands,['Birmingham to Leicester Line'],Hinckley and Bosworth,52.53501671,-1.371919253,FALSE,1,FALSE,102.93,,0,0,0,0,Leicester,16,16,darwin_direct,not assigned,,,east_midlands_emr,2
SC_0196,Huntly,,HNT,Scotrail,['Aberdeen to Inverness Line'],Aberdeenshire,57.444401,-2.776354,FALSE,1,FALSE,26.54,,0,0,0,0,Aberdeen,52,33,direct_match,,,,highlands_ne_scotrail,2
SC_0183,Hamilton West,,HNW,Scotrail,['Argyle Line'],South Lanarkshire,55.779232,-4.056781,FALSE,1,FALSE,33.03,,0,0,0,0,Glasgow (Central/Queen St),26,140,direct_match,,,,glasgow_scotrail,2
ME_0035,Hunts Cross,,HNX,Merseyrail,['Northern Line'],Liverpool,53.36062783,-2.854946075,FALSE,1,FALSE,14.84,,135,163,187,187,Liverpool (Lime St/Central),18,283,direct_match_bugfixed,,,,liverpool_merseyside,2
CM_0025,Harrow-on-the-Hill,,HOH,Chiltern Railways,Amersham Line,North West London,51.57931,-0.336628,FALSE,1,FALSE,52.61,,0,0,0,0,London,122,122,direct_match,,,,chiltern_wmr,2
SW_0080,Hook,,HOK,South Western,['South West Main Line'],Hart,51.27999802,-0.961641845,FALSE,1,FALSE,46.59,,0,0,0,0,London,83,83,direct_match,,,,south_western,2
SW_0078,Holton Heath,,HOL,South Western,['South West Main Line'],Dorset,50.71139466,-2.07785667,FALSE,1,TRUE,0.52,,0,0,0,0,London,36,36,direct_match,,,,south_western,2
SW_0079,Honiton,,HON,South Western,"['East Devon Line', 'South West Main Line']",East Devon,50.79657202,-3.186745856,TRUE,2,FALSE,12.3,,2,6,16,16,London,48,48,direct_match,,,,south_western,2
ME_0033,Hooton,,HOO,Merseyrail,['Wirral Line'],Cheshire West and Chester,53.29721539,-2.977016928,FALSE,1,FALSE,6.45,,3,3,3,3,Liverpool (Lime St/Central),38,3,direct_match_bugfixed,,,,liverpool_merseyside,2
NR_0232,Hope Derbyshire,,HOP,Northern,"['Buxton Line', 'Hope Valley Line']",High Peak,53.3459425,-1.728537541,TRUE,2,FALSE,79.76,,0,0,0,0,Sheffield,26,36,direct_match,,,,leeds_sheffield_northern,2
SO_0073,Horley,,HOR,Southern,['Brighton Main Line'],Reigate and Banstead,51.16877025,-0.161052239,FALSE,1,FALSE,35.23,,0,0,0,0,London,150,150,direct_match,,,,thameslink_southern,2
SW_0082,Hounslow,,HOU,South Western,"['Hounslow Loop', 'Kingston Loop']",West London,51.46252802,-0.361826888,TRUE,2,FALSE,52.54,,6,272,433,433,London,159,159,direct_match,,,,south_western,3
SO_0075,Hove,,HOV,Southern,['West Coastway'],Brighton and Hove,50.8352109,-0.170687991,TRUE,1,TRUE,1.29,,3,1,89,89,London,70,70,direct_match,,,,thameslink_southern,3
NR_0239,Howden,,HOW,Northern,"['Hull and Doncaster Branch', 'Selby Line']",East Riding of Yorkshire,53.76455009,-0.860699734,TRUE,2,FALSE,13.01,,0,0,0,0,Leeds,44,72,direct_match,,,,leeds_sheffield_northern,2
NR_0231,Honley,,HOY,Northern,['Penistone Line'],Kirklees,53.60824208,-1.780966774,FALSE,1,FALSE,72.99,,0,0,0,0,Sheffield,68,52,direct_match_reassigned,Leeds,,,leeds_sheffield_northern,2
SC_0195,Howwood,,HOZ,Scotrail,['Ayrshire Coast Line'],Renfrewshire,55.811,-4.56,FALSE,1,FALSE,12.5,,0,0,0,0,Glasgow (Central/Queen St),22,76,direct_match,,,,glasgow_scotrail,2
TW_0101,Hope Flintshire,,HPE,TfW,['Borderlands Line'],Flintshire,53.117378,-3.03688641,FALSE,1,FALSE,14.12,Yr Hôb,0,0,0,0,Wrexham/Chester,13,63,direct_match,,,,shrewsbury_wrexham_chester,2
NR_0212,Hartlepool,,HPL,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Hartlepool,54.68676301,-1.207310059,TRUE,3,TRUE,0.56,,3,2,5,5,Newcastle,48,88,direct_match,,,,newcastle_northern,2
NR_0209,Hapton,,HPN,Northern,['East Lancashire Line'],Burnley,53.78176047,-2.316685364,FALSE,1,FALSE,40.01,,0,0,0,0,Manchester (Picc/Vic),84,85,interchange_match,,BLKBDJN,,manchester_northern,2
TW_0102,Hopton Heath,,HPT,TfW,"['Central Wales Line', 'Heart of Wales Line']",Shropshire,52.3913806,-2.91192311,FALSE,1,FALSE,70.29,,0,0,0,0,Shrewsbury,40,18,direct_match,,,,shrewsbury_wrexham_chester,2
NR_0233,Horden,,HRE,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",County Durham,54.7608,-1.3035,TRUE,3,TRUE,0.72,,0,0,0,0,Newcastle,40,41,direct_match,,,,newcastle_northern,2
SO_0074,Horsham,,HRH,Southern,['Arun Valley'],Horsham,51.06605718,-0.319258917,FALSE,1,FALSE,22.44,,365,367,280,367,London,182,182,direct_match,,,,thameslink_southern,2
TW_0090,Harlech,,HRL,TfW,['Cambrian Coast Line'],Gwynedd,52.86165,-4.10956,FALSE,1,TRUE,1.05,Harlech,0,0,0,0,Shrewsbury,173,18,interchange_match_reassigned,Wrexham/Chester,MCHYNLT,,shrewsbury_wrexham_chester,2
NR_0210,Harrington,,HRR,Northern,['Cumbrian Coast Line'],Cumberland,54.61334851,-3.565741262,FALSE,1,TRUE,0.15,,0,0,0,0,Newcastle,184,31,interchange_match,,CARLILE,,newcastle_northern,2
NR_0235,Horsforth,,HRS,Northern,['Harrogate Line'],Leeds,53.84758338,-1.63060526,FALSE,1,FALSE,63.99,,6,6,3,6,Leeds,12,102,direct_match,,,,leeds_sheffield_northern,2
TW_0096,Helsby,,HSB,TfW,['North Wales Coast Line'],Cheshire West and Chester,53.27517482,-2.770757816,TRUE,1,FALSE,19.64,,2,2,0,2,Wrexham/Chester,10,156,direct_match,,,,shrewsbury_wrexham_chester,3
NR_0237,Hoscar,,HSC,Northern,['West Lancashire Line'],West Lancashire,53.59738358,-2.803809539,FALSE,1,FALSE,14.05,,0,0,0,0,Manchester (Picc/Vic),63,16,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2
CM_0087,Hamstead,,HSD,West Midlands Railway,['Chase Line'],Birmingham,52.530718,-1.92838,FALSE,1,FALSE,89.4,,0,0,0,0,Birmingham New Street,16,72,direct_match,,,,chiltern_wmr,2
NR_0214,Hathersage,,HSG,Northern,"['Buxton Line', 'Hope Valley Line']",Derbyshire Dales,53.32578602,-1.651192584,TRUE,2,FALSE,76.6,,0,0,0,0,Sheffield,16,143,direct_match,,,,leeds_sheffield_northern,2
SO_0069,Hassocks,,HSK,Southern,['Brighton Main Line'],Mid Sussex,50.92461282,-0.145952423,FALSE,1,FALSE,11.37,,0,0,0,0,London,172,172,direct_match,,,,thameslink_southern,2
SW_0071,Haslemere,,HSL,South Western,['Solent & Wessex'],Waverley,51.08884213,-0.719371718,FALSE,1,FALSE,29.09,,42,106,67,106,London,168,168,direct_match,,,,south_western,2
SC_0190,High Street,,HST,Scotrail,"['Argyle Line', 'North Clyde Electrics']",Glasgow City,55.858719,-4.239953,TRUE,2,FALSE,18.78,,0,0,0,0,Glasgow (Central/Queen St),2,262,direct_match,,,,glasgow_scotrail,1
TW_0099,Heswall,,HSW,TfW,['Borderlands Line'],Wirral,53.32947,-3.07342,FALSE,1,FALSE,2.8,,0,0,0,0,Wrexham/Chester,46,63,direct_match,,,,shrewsbury_wrexham_chester,2
SW_0081,Horsley,,HSY,South Western,['New Guildford Line'],Guildford,51.2793455,-0.435400001,FALSE,1,FALSE,47.08,,0,0,0,0,London,170,170,direct_match,,,,south_western,2
NR_0220,Heaton Chapel,,HTC,Northern,"['Buxton Line', 'Manchester to Crewe Line', 'Mid-Cheshire Line', 'Stafford to Manchester Line']",Stockport,53.42557835,-2.17904046,TRUE,4,FALSE,55.86,,0,0,0,0,Manchester (Picc/Vic),10,163,direct_match,,,,manchester_northern,2
NR_0208,Handforth,,HTH,Northern,['Manchester to Crewe Line'],Cheshire East,53.34642025,-2.213257748,FALSE,1,FALSE,54.82,,0,0,0,0,Manchester (Picc/Vic),24,66,direct_match,,,,manchester_northern,2
CM_0020,Hatton,,HTN,Chiltern Railways,not assigned,Warwick,52.295242,-1.672982,TRUE,1,FALSE,75.6,,0,0,0,0,London,61,61,direct_match,,,,chiltern_wmr,3
ME_0031,Hightown,,HTO,Merseyrail,['Northern Line'],Sefton,53.52512005,-3.057076334,FALSE,1,TRUE,0.46,,0,0,0,0,Liverpool (Lime St/Central),26,143,direct_match_bugfixed,,,,liverpool_merseyside,2
SC_0184,Hartwood,,HTW,Scotrail,['Shotts Line'],North Lanarkshire,55.810532,-3.839792,FALSE,1,FALSE,24.01,,0,0,0,0,Glasgow (Central/Queen St),34,43,direct_match,,,,glasgow_scotrail,2
NR_0215,Hattersley,,HTY,Northern,['Glossop Line'],Tameside,53.44530123,-2.040305376,FALSE,1,FALSE,64.99,,0,0,0,0,Manchester (Picc/Vic),22,70,direct_match,,,,manchester_northern,2
NR_0242,Hunmanby,,HUB,Northern,['Yorkshire Coast Line'],North Yorkshire,54.17429747,-0.314773782,FALSE,1,FALSE,2.82,,0,0,0,0,Sheffield,146,26,direct_match_reassigned,Leeds,,,leeds_sheffield_northern,2
NR_0240,Humphrey Park,,HUP,Northern,['Liverpool to Manchester Line via Warrington Central'],Trafford,53.45224781,-2.32754077,FALSE,1,FALSE,45.91,,0,0,0,0,Manchester (Picc/Vic),31,50,interchange_match,,GLAZBKE,,manchester_northern,2
SO_0076,Hurst Green,,HUR,Southern,['Coastway East'],Tandridge,51.24442735,0.003945749,FALSE,1,FALSE,35.07,,0,0,0,0,London,116,116,direct_match,,,,thameslink_southern,2
NR_0243,Hutton Cranswick,,HUT,Northern,"['Hull and Doncaster Branch', 'Selby Line', 'Yorkshire Coast Line']",East Riding of Yorkshire,53.95568032,-0.433326239,TRUE,3,FALSE,15.48,,0,0,0,0,Leeds,101,36,interchange_match,,HULL,,leeds_sheffield_northern,2
NR_0244,Huyton,,HUY,Northern,"['City Line (Merseyside)', 'Liverpool to Manchester Line']",Knowsley,53.40969455,-2.842991769,TRUE,2,FALSE,12.56,,0,0,0,0,Liverpool (Lime St/Central),16,234,direct_match_bugfixed,,,,liverpool_merseyside,2
TW_0091,Haverfordwest,,HVF,TfW,['Swanline'],Pembrokeshire,51.80272,-4.96034,FALSE,1,TRUE,0.44,Hwlffordd,23,12,12,23,Swansea,92,55,direct_match,,,,gwr_wales_corridor,2
EM_0036,Havenhouse,,HVN,East_Midlands,['Poacher Line'],East Lindsey,53.11449084,0.273177619,FALSE,1,FALSE,3.27,,0,0,0,0,Lincoln,76,76,darwin_interchange,not assigned,,,east_midlands_emr,2
TW_0093,Hawarden Bridge,,HWB,TfW,['Borderlands Line'],Flintshire,53.20994,-3.01862,FALSE,1,FALSE,6.1,Pont Penarlâg,0,0,0,0,Wrexham/Chester,34,63,direct_match,,,,shrewsbury_wrexham_chester,1
TW_0092,Hawarden,,HWD,TfW,['Borderlands Line'],Flintshire,53.18537204,-3.032090605,FALSE,1,FALSE,7.38,Penarlâg,0,0,0,0,Wrexham/Chester,26,63,direct_match,,,,shrewsbury_wrexham_chester,1
NR_0206,Haltwhistle,,HWH,Northern,"[""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Northumberland,54.96784942,-2.463561774,FALSE,1,FALSE,34.48,,0,0,0,0,Newcastle,57,95,direct_match,,,,newcastle_northern,2
CM_0010,High Wycombe,,HWY,Chiltern Railways,['Chiltern Line'],Buckinghamshire,51.629793,-0.745139,FALSE,1,FALSE,81.42,,176,31,22,176,London,208,208,direct_match,,,,chiltern_wmr,2
NR_0245,Hyde Central,,HYC,Northern,['Hope Valley Line'],Tameside,53.45174912,-2.085788017,FALSE,1,FALSE,61.96,,0,0,0,0,Manchester (Picc/Vic),20,40,direct_match,,,,manchester_northern,2
GR_0079,Heyford,,HYD,Great_Western,"['Cornish Main Line', 'Thames Line']",Cherwell,51.91919985,-1.299267568,TRUE,2,FALSE,76.32,,0,0,0,0,London,4,4,direct_match,,,,gwr_london,2
ME_0034,Hoylake,,HYK,Merseyrail,['Wirral Line'],Wirral,53.39022996,-3.178843698,FALSE,1,TRUE,0.59,,0,0,0,0,Liverpool (Lime St/Central),103,24,interchange_match_bugfixed,,HAMTSQ,,liverpool_merseyside,2
SC_0186,Haymarket,,HYM,Scotrail,Edinburghâ€“Glasgow Main Line,City of Edinburgh,55.945854,-3.218458,TRUE,1,FALSE,3.83,,3,0,0,3,Edinburgh Waverley,4,738,direct_match,,,,edinburgh_scotrail,5
SC_0197,Hyndland,,HYN,Scotrail,"['Argyle Line', 'North Clyde Electrics', 'Road to the Isles', 'West Highland Line']",Glasgow City,55.879803,-4.314715,TRUE,4,FALSE,13.56,,0,0,0,0,Glasgow (Central/Queen St),8,443,direct_match,,,,glasgow_scotrail,3
NR_0246,Hyde North,,HYT,Northern,['Hope Valley Line'],Tameside,53.46433332,-2.085813385,FALSE,1,FALSE,61.97,,0,0,0,0,Manchester (Picc/Vic),18,40,direct_match,,,,manchester_northern,2
SW_0076,Hinchley Wood,,HYW,South Western,['New Guildford Line'],Elmbridge,51.37499946,-0.340526968,FALSE,1,FALSE,51.68,,0,0,0,0,London,104,104,direct_match,,,,south_western,2
SO_0077,Ifield,,IFI,Southern,"['Arun Valley Line', 'Coastway', 'Coastway West']",Crawley,51.11561646,-0.214772632,TRUE,2,FALSE,28.57,,0,0,0,0,London,78,78,direct_match,,,,thameslink_southern,2
SC_0199,Invergordon,,IGD,Scotrail,Far North Line,Highland,57.688587,-4.175563,FALSE,1,TRUE,0.18,,2,2,2,2,Inverness,56,24,direct_match,,,,highlands_ne_scotrail,2
NR_0247,Ilkley,,ILK,Northern,['Wharfedale Line'],Bradford,53.92495813,-1.822103587,FALSE,1,FALSE,65.37,,189,201,101,201,Leeds,30,74,direct_match,,,,leeds_sheffield_northern,1
EM_0043,Ilkeston,,ILN,East_Midlands,['Erewash Valley'],Erewash,52.9794,-1.2949,FALSE,1,FALSE,89.11,,0,0,0,0,Nottingham,13,13,darwin_direct,not assigned,,,east_midlands_emr,2
NR_0248,Ince (Manchester),,INC,Northern,['Atherton Line'],Wigan,53.53918986,-2.61257527,FALSE,1,FALSE,27.88,,0,0,0,0,Manchester (Picc/Vic),41,72,direct_match,,,,manchester_northern,2
NR_0249,Ince & Elton (Cheshire),,INE,Northern,['Liverpool to Manchester Line'],Cheshire West and Chester,53.27676,-2.816228123,FALSE,1,FALSE,16.61,,0,0,0,0,Liverpool (Lime St/Central),76,2,direct_match_bugfixed,,,,liverpool_merseyside,2
SC_0200,Invergowrie,,ING,Scotrail,"['Aberdeen to Inverness Line', 'Dundee to Arbroath Line']",Perth and Kinross,56.456795,-3.057897,TRUE,2,TRUE,0.06,,0,0,0,0,Dundee,6,34,direct_match,,,,highlands_ne_scotrail,2
SC_0205,Invershin,,INH,Scotrail,['Far North Line'],Highland,57.925362,-4.399288,FALSE,1,TRUE,1.47,,0,0,0,0,Inverness,100,16,direct_match,,,,highlands_ne_scotrail,2
SC_0201,Inverkeithing,,INK,Scotrail,Fife Circle,Fife,56.034725,-3.39621,TRUE,1,TRUE,0.75,,0,0,2,2,Edinburgh Waverley,26,230,direct_match,,,,edinburgh_scotrail,4
SC_0202,Inverkip,,INP,Scotrail,Wemyss Bay Branch,Inverclyde,55.905781,-4.873089,FALSE,1,TRUE,0.31,,0,0,0,0,Glasgow (Central/Queen St),56,62,direct_match,,,,glasgow_scotrail,2
SC_0206,Inverurie,,INR,Scotrail,['Aberdeen to Inverness Line'],Aberdeenshire,57.286343,-2.373224,FALSE,1,FALSE,20.4,,46,40,18,46,Aberdeen,24,75,direct_match,,,,highlands_ne_scotrail,2
SC_0198,Insch,,INS,Scotrail,['Aberdeen to Inverness Line'],Aberdeenshire,57.33749,-2.616279,FALSE,1,FALSE,35.37,,0,0,0,0,Aberdeen,36,35,direct_match,,,,highlands_ne_scotrail,2
SC_0203,Inverness,,INV,Scotrail,Highland Main Line,Highland,57.480194,-4.223199,TRUE,1,TRUE,0.35,,123,112,66,123,Inverness,47,16,direct_match,,,,highlands_ne_scotrail,3
NR_0250,Irlam,,IRL,Northern,['Liverpool to Manchester Line via Warrington Central'],Salford,53.43481373,-2.433467061,FALSE,1,FALSE,38.93,,0,0,0,0,Manchester (Picc/Vic),18,30,direct_match,,,,manchester_northern,2
SC_0207,Irvine,,IRV,Scotrail,Ayrshire Coast,North Ayrshire,55.610916,-4.675196,FALSE,1,TRUE,0.25,,0,0,0,0,Glasgow (Central/Queen St),33,81,direct_match,,,,glasgow_scotrail,2
SW_0083,Isleworth,,ISL,South Western,['Hounslow Loop'],West London,51.47476682,-0.336908528,FALSE,1,FALSE,50.84,,0,0,0,0,London,152,152,direct_match,,,,south_western,2
CM_0040,Islip,,ISP,Chiltern Railways,Oxford Branch,Cherwell,51.82571,-1.238185,FALSE,1,FALSE,78.98,,0,0,0,0,London,22,22,direct_match,,,,chiltern_wmr,2
SC_0204,Inverness Airport,,IVA,Scotrail,['Aberdeen to Inverness Line'],Highland,57.5335,-4.0552,FALSE,1,TRUE,1.75,,0,0,0,0,Inverness,11,42,direct_match,,,,highlands_ne_scotrail,2
GR_0083,Ivybridge,,IVY,Great_Western,"['Cornish Main Line', 'Heart of Wessex Line']",South Hams,50.39357854,-3.904458214,TRUE,2,FALSE,6.02,,0,0,0,0,London,50,50,direct_match,,,,gwr_london,2
NR_0251,James Cook University Hospital,,JCH,Northern,"['Durham Coast Line', 'Esk Valley Railway']",Middlesbrough,54.5515,-1.2076,TRUE,2,FALSE,9.72,,0,0,0,0,Newcastle,88,28,direct_match,,,,newcastle_northern,2
