station_id,station_name,english_name,crs,operator,route,region,latitude,longitude,is_interchange,route_count,is_coastal,distance_to_coast_km,welsh_name,terminus_weekday,terminus_sat,terminus_sun,terminus_max,canonical_hub,canonical_time_to_hub,canonical_time_n,canonical_time_status,hub_reassigned_from,interchange_via,interchange_via_london,quiz_id,direction_count,time_to_glasgow_central,time_to_victoria,time_to_charing_cross,time_to_euston,time_to_liverpool_street,time_to_stratford
NR_0199,Gypsy Lane,,GYP,Northern,"['Durham Coast Line', 'Esk Valley Railway']",Redcar and Cleveland,54.53289438,-1.179386125,True,2,False,11.01,,0,0,0,0,Newcastle,93.0,28.0,direct_match,,,,newcastle_northern,2,,,,,,
EM_0035,Habrough,,HAB,East_Midlands,"['Castle Line', 'Humber Linc Line']",North East Lincolnshire,53.60553503,-0.267975846,True,2,False,5.53,,0,0,0,0,Lincoln,40.0,40.0,darwin_interchange,not assigned,,,east_midlands_emr,3,,,,,,
CM_0124,Hagley,,HAG,West Midlands Railway,"['Shakespeare Line', 'Snow Hill Lines']",Bromsgrove,52.422375,-2.147018,False,1,False,73.42,,0,0,0,0,Birmingham New Street,90.0,137.0,interchange_match,,SMLHTHS,,chiltern_wmr,2,,,,,,
NR_0202,Hale (Manchester),,HAL,Northern,['Mid-Cheshire Line'],Trafford,53.37873505,-2.347360839,False,1,False,45.35,,0,0,0,0,Manchester (Picc/Vic),32.0,36.0,direct_match,,,,manchester_northern,2,,,,,,
SW_0070,Hamworthy,,HAM,South Western,['South West Main Line'],"Bournemouth, Christchurch and Poole",50.72517822,-2.019367161,False,1,True,0.64,,0,0,0,0,London,78.0,78.0,direct_match,,,,south_western,2,,,,,,
SW_0072,Havant,,HAV,South Western,['Solent & Wessex'],Havant,50.85441478,-0.981606362,True,1,True,1.37,,12,151,106,151,London,141.0,141.0,direct_match,,,,south_western,3,,,,,,
NR_0217,Hazel Grove,,HAZ,Northern,"['Buxton Line', 'Hope Valley Line']",Stockport,53.37756004,-2.122016963,True,2,False,60.17,,33,19,0,33,Manchester (Picc/Vic),24.0,172.0,direct_match,,,,manchester_northern,2,,,,,,
EM_0040,Hubberts Bridge,,HBB,East_Midlands,['Poacher Line'],Boston,52.97564369,-0.110071823,False,1,False,11.47,,0,0,0,0,Lincoln,44.0,44.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
NR_0221,Hebden Bridge,,HBD,Northern,['Calder Vale Line'],Calderdale,53.73759649,-2.00906594,False,1,False,60.32,,16,0,2,16,Leeds,49.0,163.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
ME_0030,Headbolt Lane,,HBL,Merseyrail,"['Atherton Line', 'Northern Line']",Knowsley,53.49284,-2.87978,True,2,False,10.32,,207,264,130,264,Liverpool (Lime St/Central),20.0,135.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
NR_0234,Hornbeam Park,,HBP,Northern,['Harrogate Line'],North Yorkshire,53.97988387,-1.526829388,False,1,False,62.94,,0,0,0,0,Leeds,32.0,79.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
CM_0106,Hartlebury,,HBY,West Midlands Railway,"['Shakespeare Line', 'Snow Hill Lines']",Wychavon,52.335049,-2.22158,False,1,False,62.84,,0,0,0,0,Birmingham New Street,282.0,11.0,direct_match,,,,chiltern_wmr,2,,,,,,
SO_0066,Hackbridge,,HCB,Southern,['Sutton & Metro'],South London,51.37787262,-0.153904728,False,1,False,38.83,,0,0,0,0,London,76.0,76.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0230,Holmes Chapel,,HCH,Northern,['Manchester to Crewe Line'],Cheshire East,53.19895238,-2.351145128,False,1,False,48.38,,0,0,0,0,Manchester (Picc/Vic),43.0,64.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0241,Huncoat,,HCT,Northern,['East Lancashire Line'],Hyndburn,53.77215217,-2.345896854,False,1,False,38.77,,0,0,0,0,Manchester (Picc/Vic),81.0,85.0,interchange_match,,BLKBDJN,,manchester_northern,2,,,,,,
NR_0216,Haydon Bridge,,HDB,Northern,"[""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Northumberland,54.97486058,-2.247904442,False,1,False,46.99,,0,0,0,0,Newcastle,45.0,95.0,direct_match,,,,newcastle_northern,2,,,,,,
SW_0073,Hedge End,,HDE,South Western,"['Solent Link', 'South West Main Line']",Eastleigh,50.93231017,-1.294506472,True,2,False,3.53,,0,0,0,0,London,39.0,39.0,direct_match,,,,south_western,2,,,,,,
NR_0200,Hadfield,,HDF,Northern,['Glossop Line'],High Peak,53.46076361,-1.965328098,False,1,False,69.62,,109,75,40,109,Manchester (Picc/Vic),41.0,72.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0219,Heald Green,,HDG,Northern,"['Cumbrian Coast Line', 'Furness Line', 'Lakes Line', 'Liverpool to Manchester Line', 'Manchester to Crewe Line']",Manchester,53.36974577,-2.237421508,True,5,False,52.73,,0,0,0,0,Manchester (Picc/Vic),13.0,392.0,direct_match,,,,manchester_northern,3,,,,,,
CM_0013,Haddenham & Thame Parkway,,HDM,Chiltern Railways,['Chiltern Line'],Buckinghamshire,51.770788,-0.942121,False,1,False,97.55,,0,0,0,0,London,152.0,152.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0218,Headingley,,HDY,Northern,['Harrogate Line'],Leeds,53.81816231,-1.593649517,False,1,False,60.91,,0,0,0,0,Leeds,9.0,79.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
EM_0038,Heckington,,HEC,East_Midlands,['Poacher Line'],North Kesteven,52.97733733,-0.293936548,False,1,False,22.93,,0,0,0,0,Lincoln,36.0,36.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
NR_0203,Halewood,,HED,Northern,['Liverpool to Manchester Line via Warrington Central'],Knowsley,53.36533326,-2.824983416,False,1,False,16.04,,0,0,0,0,Liverpool (Lime St/Central),26.0,40.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
NR_0222,Heighington,,HEI,Northern,"['Bishop Line', 'Heritage Line', 'Tees Valley Line']",County Durham,54.59696718,-1.582079768,True,2,False,25.89,,0,0,0,0,Newcastle,52.0,32.0,interchange_match,,DLTN,,newcastle_northern,2,,,,,,
NR_0224,Hensall,,HEL,Northern,['Pontefract Line'],North Yorkshire,53.69855978,-1.114515549,False,1,False,28.1,,0,0,0,0,Leeds,50.0,4.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SW_0074,Hersham,,HER,South Western,['South West Main Line'],Elmbridge,51.37698201,-0.389799091,False,1,False,55.04,,0,0,0,0,London,94.0,94.0,direct_match,,,,south_western,2,,,,,,
NR_0225,Hessle,,HES,Northern,"['Hull and Doncaster Branch', 'Selby Line']",East Riding of Yorkshire,53.71759184,-0.442189469,True,2,True,0.53,,0,0,0,0,Leeds,83.0,75.0,interchange_match,,HESSLRD,,leeds_sheffield_northern,2,,,,,,
SO_0071,Hever,,HEV,Southern,['Uckfield Branch'],Sevenoaks,51.18140581,0.0950779,False,1,False,35.84,,0,0,0,0,London,38.0,38.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0226,Heworth,,HEW,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Gateshead,54.95156601,-1.555768445,True,3,False,10.66,,0,0,0,0,Newcastle,6.0,44.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0227,Hexham,,HEX,Northern,"[""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Northumberland,54.97338958,-2.094740868,False,1,False,38.18,,36,53,0,53,Newcastle,38.0,137.0,direct_match,,,,newcastle_northern,2,,,,,,
TW_0098,Hereford,,HFD,TfW,"['Central Wales Line', 'Heart of Wales Line', 'Marches Line', 'North & West Line', 'North Wales Coast Line']","Herefordshire, County of",52.06116993,-2.708217764,True,4,False,37.79,Henffordd,64,87,95,95,Shrewsbury,55.0,110.0,direct_match,,,,shrewsbury_wrexham_chester,3,,,,,,
NR_0213,Hatfield & Stainforth,,HFS,Northern,['Hull and Doncaster Branch'],Doncaster,53.58892124,-1.024047613,False,1,False,25.74,,0,0,0,0,Sheffield,42.0,75.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
NR_0204,Halifax,,HFX,Northern,['Calder Vale Line'],Calderdale,53.72043967,-1.854488705,True,1,False,70.44,,104,303,127,303,Leeds,36.0,187.0,direct_match,,,,leeds_sheffield_northern,3,,,,,,
NR_0201,Hag Fold,,HGF,Northern,['Atherton Line'],Wigan,53.53386541,-2.494828846,False,1,False,34.71,,0,0,0,0,Manchester (Picc/Vic),29.0,68.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0238,Hough Green,,HGN,Northern,['Liverpool to Manchester Line via Warrington Central'],Halton,53.37240964,-2.775067325,False,1,False,18.42,,0,0,0,0,Manchester (Picc/Vic),36.0,68.0,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2,,,,,,
SO_0173,Hastings,,HGS,Southern,"['East Coastway', 'Hastings Line Extended']",Hastings,50.858288,0.57608,False,1,True,0.5,,319,445,544,544,London,105.0,105.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0211,Harrogate,,HGT,Northern,['Harrogate Line'],North Yorkshire,53.99319216,-1.537615121,False,1,False,64.27,,36,56,50,56,Leeds,34.0,98.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
NR_0228,Heysham Port,,HHB,Northern,['Morecambe Branch Line'],Lancaster,54.03315438,-2.91311509,False,1,True,0.09,,2,2,1,2,Liverpool (Lime St/Central),80.0,80.0,darwin_interchange,,,,liverpool_merseyside,1,,,,,,
TW_0100,Holyhead,,HHD,TfW,['North Wales Coast Line'],Isle of Anglesey,53.30770479,-4.631012675,False,1,True,0.01,Caergybi,254,226,166,254,Wrexham/Chester,107.0,97.0,direct_match,,,,shrewsbury_wrexham_chester,1,,,,,,
SO_0070,Haywards Heath,,HHE,Southern,['Brighton Main Line'],Mid Sussex,51.00525294,-0.105306765,False,1,False,20.69,,16,10,55,55,London,358.0,358.0,direct_match,,,,thameslink_southern,2,,,,,,
TW_0094,Heath High Level,,HHL,TfW,"['Coryton Line', 'Vale of Glamorgan Line']",Cardiff,51.51656604,-3.181713068,True,2,False,2.87,Lefel Uchel y Mynydd Bychan,0,0,0,0,Cardiff Central,8.0,260.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
CM_0079,Hampton-in-Arden,,HIA,West Midlands Railway,['West Coast Main Line'],Solihull,52.428375,-1.699934,False,1,False,86.39,,0,0,0,0,Birmingham New Street,14.0,70.0,direct_match,,,,chiltern_wmr,2,,,,,,
SO_0176,High Brooms,,HIB,Southern,"['Uckfield Branch', 'Hastings Line Extended']",Tunbridge Wells,51.149609,0.277686,False,1,False,33.66,,0,0,0,0,London,139.0,139.0,direct_match,,,,thameslink_southern,2,,,,,,
NR_0205,Hall-i'-th'-Wood,,HID,Northern,['Clitheroe Line'],Bolton,53.59756945,-2.413976805,False,1,False,36.36,,0,0,0,0,Manchester (Picc/Vic),26.0,82.0,direct_match,,,,manchester_northern,2,,,,,,
ME_0032,Hillside,,HIL,Merseyrail,['Northern Line'],Sefton,53.62212307,-3.024723262,False,1,True,1.69,,0,0,0,0,Liverpool (Lime St/Central),40.0,143.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
NR_0229,Hindley,,HIN,Northern,['Atherton Line'],Wigan,53.54225044,-2.575496114,False,1,False,29.69,,0,0,0,0,Manchester (Picc/Vic),37.0,104.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0236,Horton-in-Ribblesdale,,HIR,Northern,"['Airedale Line', 'Settle Carlisle Line']",North Yorkshire,54.14939839,-2.302030471,True,2,False,31.6,,0,0,0,0,Leeds,74.0,14.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SC_0185,Hawkhead,,HKH,Scotrail,['Paisley Canal Line'],Renfrewshire,55.843136,-4.398792,False,1,False,11.74,,0,0,0,0,Glasgow (Central/Queen St),18.0,64.0,direct_match,,,,glasgow_scotrail,2,,,,,,
EM_0042,Hykeham,,HKM,East_Midlands,['Castle Line'],North Kesteven,53.19536728,-0.598164171,False,1,False,52.18,,0,0,0,0,Lincoln,8.0,8.0,darwin_direct,not assigned,,,east_midlands_emr,2,,,,,,
EM_0041,Hucknall,,HKN,East_Midlands,['Robin Hood Line'],Ashfield,53.03830732,-1.195814321,False,1,False,81.16,,0,0,0,0,Nottingham,13.0,13.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
SO_0177,Hildenborough,,HLB,Southern,"['Southern Thameslink Branches', 'Sevenoaks Main Line', 'Sevenoaks Metro']",Tonbridge and Malling,51.214451,0.226465,False,1,False,28.03,,0,0,0,0,London,84.0,84.0,direct_match,,,,thameslink_southern,2,,,,,,
SC_0187,Helensburgh Central,,HLC,Scotrail,"['Argyle Line', 'North Clyde Electrics']",Argyll and Bute,56.004261,-4.732803,True,2,True,0.21,,99,89,68,99,Glasgow (Central/Queen St),42.0,75.0,direct_match,,,,glasgow_scotrail,1,,,,,,
NR_0223,Hellifield,,HLD,Northern,"['Airedale Line', 'Bentham Line', 'Settle Carlisle Line']",North Yorkshire,54.01087074,-2.227841167,True,3,False,37.37,,0,1,0,1,Leeds,56.0,36.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SC_0192,Hillington East,,HLE,Scotrail,"['Ayrshire Coast Line', 'Inverclyde Line']",Glasgow City,55.854778,-4.354768,True,2,False,12.79,,0,0,0,0,Glasgow (Central/Queen St),10.0,82.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SC_0191,Hillfoot,,HLF,Scotrail,['Argyle Line'],East Dunbartonshire,55.920143,-4.32032,False,1,False,12.16,,0,0,0,0,Glasgow (Central/Queen St),20.0,88.0,direct_match,,,,glasgow_scotrail,2,,,,,,
EM_0037,Healing,,HLI,East_Midlands,"['Castle Line', 'Humber Linc Line']",North East Lincolnshire,53.5818177,-0.160630049,True,2,False,2.88,,0,0,0,0,Lincoln,48.0,48.0,darwin_interchange,not assigned,,,east_midlands_emr,2,,,,,,
TW_0095,Heath Low Level,,HLL,TfW,['Coryton Line'],Cardiff,51.51566416,-3.181977972,False,1,False,2.85,Lefel Isel y Mynydd Bychan,0,0,0,0,Cardiff Central,11.0,99.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
SO_0072,Holmwood,,HLM,Southern,['Arun Valley'],Mole Valley,51.18099754,-0.321090928,False,1,False,35.22,,0,0,0,0,London,34.0,34.0,direct_match,,,,thameslink_southern,2,,,,,,
ME_0029,Hall Road,,HLR,Merseyrail,['Northern Line'],Sefton,53.49838894,-3.050682508,False,1,True,0.69,,0,0,0,0,Liverpool (Lime St/Central),22.0,143.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
SO_0178,Hilsea,,HLS,Southern,"['Portsmouth Direct', 'Solent Link', 'South West Main Line']",Portsmouth,50.828075,-1.058592,True,1,True,0.65,,0,0,0,0,London,107.0,107.0,direct_match,,,,thameslink_southern,3,,,,,,
SC_0188,Helensburgh Upper,,HLU,Scotrail,['West Highland Line'],Argyll and Bute,56.013268,-4.73184,False,1,True,1.17,,0,0,0,0,Glasgow (Central/Queen St),43.0,19.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SC_0193,Hillington West,,HLW,Scotrail,"['Ayrshire Coast Line', 'Inverclyde Line']",Glasgow City,55.85537,-4.370778,True,2,False,11.97,,0,0,0,0,Glasgow (Central/Queen St),12.0,84.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SC_0194,Holytown,,HLY,Scotrail,['Shotts Line'],North Lanarkshire,55.812943,-3.973967,True,1,False,28.37,,0,0,0,0,Glasgow (Central/Queen St),23.0,45.0,direct_match,,,,glasgow_scotrail,4,,,,,,
SW_0068,Hampton Court,,HMC,South Western,['Hampton Court Branch'],Elmbridge,51.40255764,-0.342750055,False,1,False,51.46,,146,352,154,352,London,107.0,107.0,direct_match,,,,south_western,1,,,,,,
SO_0068,Hampden Park (Sussex),,HMD,Southern,['East Coastway'],Eastbourne,50.79639828,0.27936748,True,1,False,2.87,,0,0,0,0,London,70.0,70.0,direct_match,,,,thameslink_southern,3,,,,,,
SW_0066,Hamble,,HME,South Western,['Solent Link'],Eastleigh,50.8713636,-1.329166492,False,1,True,0.92,,0,0,0,0,London,235.0,235.0,interchange_match,,,STDENYS,south_western,2,,,,,,
NR_0207,Hammerton,,HMM,Northern,['Harrogate Line'],North Yorkshire,53.99611366,-1.283031759,False,1,False,50.39,,0,0,0,0,Leeds,59.0,63.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SW_0067,Hampton (London),,HMP,South Western,"['Hounslow Loop', 'Kingston Loop', 'Shepperton Branch']",South West London,51.41590963,-0.372108616,True,3,False,53.38,,0,0,0,0,London,108.0,108.0,direct_match,,,,south_western,2,,,,,,
SC_0189,Helmsdale,,HMS,Scotrail,['Far North Line'],Highland,58.117737,-3.660068,False,1,True,0.25,,0,0,0,0,Inverness,160.0,14.0,direct_match,,,,highlands_ne_scotrail,2,,,,,,
SO_0067,Ham Street,,HMT,Southern,['Marshlink'],Ashford,51.0683774,0.854521617,False,1,False,10.98,,0,0,0,0,London,64.0,64.0,interchange_match,,,ASHFKY,thameslink_southern,2,,,,,,
SW_0069,Hampton Wick,,HMW,South Western,"['Hounslow Loop', 'Kingston Loop', 'Shepperton Branch']",South West London,51.41452673,-0.31249094,True,3,False,49.25,,0,0,0,0,London,257.0,257.0,direct_match,,,,south_western,2,,,,,,
SC_0181,Hairmyres,,HMY,Scotrail,['East Kilbride Line'],South Lanarkshire,55.762012,-4.220047,False,1,False,25.97,,0,0,0,0,Glasgow (Central/Queen St),28.0,81.0,direct_match,,,,glasgow_scotrail,2,,,,,,
SW_0077,Hinton Admiral,,HNA,South Western,['South West Main Line'],New Forest,50.75262651,-1.714128129,False,1,True,1.85,,0,0,0,0,London,18.0,18.0,direct_match,,,,south_western,2,,,,,,
SC_0182,Hamilton Central,,HNC,Scotrail,['Argyle Line'],South Lanarkshire,55.773239,-4.038928,False,1,False,34.34,,0,0,0,0,Glasgow (Central/Queen St),28.0,142.0,direct_match,,,,glasgow_scotrail,2,,,,,,
CM_0095,Hednesford,,HNF,West Midlands Railway,"['Chase Line', 'Shrewsbury to Wolverhampton Line']",Cannock Chase,52.709922,-2.00199,True,2,False,94.17,,2,72,30,72,Birmingham New Street,42.0,70.0,direct_match,,,,chiltern_wmr,2,,,,,,
TW_0097,Hengoed,,HNG,TfW,"['Coryton Line', 'Vale of Glamorgan Line']",Caerphilly,51.64740601,-3.224137826,True,2,False,16.55,Hengoed,0,0,0,0,Cardiff Central,34.0,179.0,direct_match,,,,gwr_wales_corridor,2,,,,,,
EM_0039,Hinckley (Leics),,HNK,East_Midlands,['Birmingham to Leicester Line'],Hinckley and Bosworth,52.53501671,-1.371919253,False,1,False,102.93,,0,0,0,0,Leicester,16.0,16.0,darwin_direct,not assigned,,,east_midlands_emr,2,,,,,,
SC_0196,Huntly,,HNT,Scotrail,['Aberdeen to Inverness Line'],Aberdeenshire,57.444401,-2.776354,False,1,False,26.54,,0,0,0,0,Aberdeen,52.0,33.0,direct_match,,,,highlands_ne_scotrail,2,,,,,,
SC_0183,Hamilton West,,HNW,Scotrail,['Argyle Line'],South Lanarkshire,55.779232,-4.056781,False,1,False,33.03,,0,0,0,0,Glasgow (Central/Queen St),26.0,140.0,direct_match,,,,glasgow_scotrail,2,,,,,,
ME_0035,Hunts Cross,,HNX,Merseyrail,['Northern Line'],Liverpool,53.36062783,-2.854946075,False,1,False,14.84,,135,163,187,187,Liverpool (Lime St/Central),18.0,283.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
CM_0025,Harrow-on-the-Hill,,HOH,Chiltern Railways,['Amersham Line'],North West London,51.57931,-0.336628,False,1,False,52.61,,0,0,0,0,London,122.0,122.0,direct_match,,,,chiltern_wmr,2,,,,,,
SW_0080,Hook,,HOK,South Western,['South West Main Line'],Hart,51.27999802,-0.961641845,False,1,False,46.59,,0,0,0,0,London,83.0,83.0,direct_match,,,,south_western,2,,,,,,
SW_0078,Holton Heath,,HOL,South Western,['South West Main Line'],Dorset,50.71139466,-2.07785667,False,1,True,0.52,,0,0,0,0,London,36.0,36.0,direct_match,,,,south_western,2,,,,,,
SW_0079,Honiton,,HON,South Western,"['East Devon Line', 'South West Main Line']",East Devon,50.79657202,-3.186745856,True,2,False,12.3,,2,6,16,16,London,48.0,48.0,direct_match,,,,south_western,2,,,,,,
ME_0033,Hooton,,HOO,Merseyrail,['Wirral Line'],Cheshire West and Chester,53.29721539,-2.977016928,False,1,False,6.45,,3,3,3,3,Liverpool (Lime St/Central),38.0,3.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
NR_0232,Hope Derbyshire,,HOP,Northern,"['Buxton Line', 'Hope Valley Line']",High Peak,53.3459425,-1.728537541,True,2,False,79.76,,0,0,0,0,Sheffield,26.0,36.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SO_0073,Horley,,HOR,Southern,['Brighton Main Line'],Reigate and Banstead,51.16877025,-0.161052239,False,1,False,35.23,,0,0,0,0,London,150.0,150.0,direct_match,,,,thameslink_southern,2,,,,,,
SW_0082,Hounslow,,HOU,South Western,"['Hounslow Loop', 'Kingston Loop']",West London,51.46252802,-0.361826888,True,2,False,52.54,,6,272,433,433,London,159.0,159.0,direct_match,,,,south_western,3,,,,,,
SO_0075,Hove,,HOV,Southern,['West Coastway'],Brighton and Hove,50.8352109,-0.170687991,True,1,True,1.29,,3,1,89,89,London,70.0,70.0,direct_match,,,,thameslink_southern,3,,,,,,
NR_0239,Howden,,HOW,Northern,"['Hull and Doncaster Branch', 'Selby Line']",East Riding of Yorkshire,53.76455009,-0.860699734,True,2,False,13.01,,0,0,0,0,Leeds,44.0,72.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
NR_0231,Honley,,HOY,Northern,['Penistone Line'],Kirklees,53.60824208,-1.780966774,False,1,False,72.99,,0,0,0,0,Sheffield,68.0,52.0,direct_match_reassigned,Leeds,,,leeds_sheffield_northern,2,,,,,,
SC_0195,Howwood,,HOZ,Scotrail,['Ayrshire Coast Line'],Renfrewshire,55.811,-4.56,False,1,False,12.5,,0,0,0,0,Glasgow (Central/Queen St),22.0,76.0,direct_match,,,,glasgow_scotrail,2,,,,,,
TW_0101,Hope Flintshire,,HPE,TfW,['Borderlands Line'],Flintshire,53.117378,-3.03688641,False,1,False,14.12,Yr Hôb,0,0,0,0,Wrexham/Chester,13.0,63.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
NR_0212,Hartlepool,,HPL,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",Hartlepool,54.68676301,-1.207310059,True,3,True,0.56,,3,2,5,5,Newcastle,48.0,88.0,direct_match,,,,newcastle_northern,2,,,,,,
NR_0209,Hapton,,HPN,Northern,['East Lancashire Line'],Burnley,53.78176047,-2.316685364,False,1,False,40.01,,0,0,0,0,Manchester (Picc/Vic),84.0,85.0,interchange_match,,BLKBDJN,,manchester_northern,2,,,,,,
TW_0102,Hopton Heath,,HPT,TfW,"['Central Wales Line', 'Heart of Wales Line']",Shropshire,52.3913806,-2.91192311,False,1,False,70.29,,0,0,0,0,Shrewsbury,40.0,18.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
NR_0233,Horden,,HRE,Northern,"['Durham Coast Line', 'Esk Valley Railway', ""Hadrian's Wall Country Line"", 'Tyne Valley Line']",County Durham,54.7608,-1.3035,True,3,True,0.72,,0,0,0,0,Newcastle,40.0,41.0,direct_match,,,,newcastle_northern,2,,,,,,
SO_0074,Horsham,,HRH,Southern,['Arun Valley'],Horsham,51.06605718,-0.319258917,False,1,False,22.44,,365,367,280,367,London,182.0,182.0,direct_match,,,,thameslink_southern,2,,,,,,
TW_0090,Harlech,,HRL,TfW,['Cambrian Coast Line'],Gwynedd,52.86165,-4.10956,False,1,True,1.05,Harlech,0,0,0,0,Shrewsbury,173.0,18.0,interchange_match_reassigned,Wrexham/Chester,MCHYNLT,,shrewsbury_wrexham_chester,2,,,,,,
NR_0210,Harrington,,HRR,Northern,['Cumbrian Coast Line'],Cumberland,54.61334851,-3.565741262,False,1,True,0.15,,0,0,0,0,Newcastle,184.0,31.0,interchange_match,,CARLILE,,newcastle_northern,2,,,,,,
NR_0235,Horsforth,,HRS,Northern,['Harrogate Line'],Leeds,53.84758338,-1.63060526,False,1,False,63.99,,6,6,3,6,Leeds,12.0,102.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
TW_0096,Helsby,,HSB,TfW,['North Wales Coast Line'],Cheshire West and Chester,53.27517482,-2.770757816,True,1,False,19.64,,2,2,0,2,Wrexham/Chester,10.0,156.0,direct_match,,,,shrewsbury_wrexham_chester,3,,,,,,
NR_0237,Hoscar,,HSC,Northern,['West Lancashire Line'],West Lancashire,53.59738358,-2.803809539,False,1,False,14.05,,0,0,0,0,Manchester (Picc/Vic),63.0,16.0,direct_match_reassigned,Liverpool (Lime St/Central),,,manchester_northern,2,,,,,,
CM_0087,Hamstead,,HSD,West Midlands Railway,['Chase Line'],Birmingham,52.530718,-1.92838,False,1,False,89.4,,0,0,0,0,Birmingham New Street,16.0,72.0,direct_match,,,,chiltern_wmr,2,,,,,,
NR_0214,Hathersage,,HSG,Northern,"['Buxton Line', 'Hope Valley Line']",Derbyshire Dales,53.32578602,-1.651192584,True,2,False,76.6,,0,0,0,0,Sheffield,16.0,143.0,direct_match,,,,leeds_sheffield_northern,2,,,,,,
SO_0069,Hassocks,,HSK,Southern,['Brighton Main Line'],Mid Sussex,50.92461282,-0.145952423,False,1,False,11.37,,0,0,0,0,London,172.0,172.0,direct_match,,,,thameslink_southern,2,,,,,,
SW_0071,Haslemere,,HSL,South Western,['Solent & Wessex'],Waverley,51.08884213,-0.719371718,False,1,False,29.09,,42,106,67,106,London,168.0,168.0,direct_match,,,,south_western,2,,,,,,
SC_0190,High Street,,HST,Scotrail,"['Argyle Line', 'North Clyde Electrics']",Glasgow City,55.858719,-4.239953,True,2,False,18.78,,0,0,0,0,Glasgow (Central/Queen St),2.0,262.0,direct_match,,,,glasgow_scotrail,1,,,,,,
TW_0099,Heswall,,HSW,TfW,['Borderlands Line'],Wirral,53.32947,-3.07342,False,1,False,2.8,,0,0,0,0,Wrexham/Chester,46.0,63.0,direct_match,,,,shrewsbury_wrexham_chester,2,,,,,,
SW_0081,Horsley,,HSY,South Western,['New Guildford Line'],Guildford,51.2793455,-0.435400001,False,1,False,47.08,,0,0,0,0,London,170.0,170.0,direct_match,,,,south_western,2,,,,,,
NR_0220,Heaton Chapel,,HTC,Northern,"['Buxton Line', 'Manchester to Crewe Line', 'Mid-Cheshire Line', 'Stafford to Manchester Line']",Stockport,53.42557835,-2.17904046,True,4,False,55.86,,0,0,0,0,Manchester (Picc/Vic),10.0,163.0,direct_match,,,,manchester_northern,2,,,,,,
NR_0208,Handforth,,HTH,Northern,['Manchester to Crewe Line'],Cheshire East,53.34642025,-2.213257748,False,1,False,54.82,,0,0,0,0,Manchester (Picc/Vic),24.0,66.0,direct_match,,,,manchester_northern,2,,,,,,
CM_0020,Hatton,,HTN,Chiltern Railways,"['Chiltern Line', 'Shakespeare Line']",Warwick,52.295242,-1.672982,True,1,False,75.6,,0,0,0,0,London,61.0,61.0,direct_match,,,,chiltern_wmr,3,,,,,,
ME_0031,Hightown,,HTO,Merseyrail,['Northern Line'],Sefton,53.52512005,-3.057076334,False,1,True,0.46,,0,0,0,0,Liverpool (Lime St/Central),26.0,143.0,direct_match_bugfixed,,,,liverpool_merseyside,2,,,,,,
